Data Type,Target,Feature,Mean_Gradient,Std_Gradient
DTI,cbcl,P76,0.0002721306360000334,0.005610796436666634
DTI,cbcl,P77,-0.0012236546236666667,0.00547026476
DTI,cbcl,P78,-0.00846243761,0.005964648909999999
DTI,cbcl,P79,-0.0006815516266666,0.005654010163333333
DTI,cbcl,P8,-0.006942703118333266,0.005738666839999966
DTI,cbcl,P80,-0.005570245427999933,0.0055952960199999666
DTI,cbcl,P81,-0.0034311081939999663,0.0054527482633333
DTI,cbcl,P82,-0.0033106782993333334,0.00549467617
DTI,cbcl,P83,0.0037020237273333,0.0055650061733333
DTI,cbcl,P84,-0.0091588301433333,0.005815654099999967
DTI,cbcl,P85,-0.0025578831793666664,0.00548712435
DTI,cbcl,P86,0.0011229594219999666,0.005507552816666633
DTI,cbcl,P87,-0.0011548838200000002,0.005492691169999966
DTI,cbcl,P88,0.0029597570419999998,0.0055172121433333
DTI,cbcl,P89,-0.0064082141099999325,0.005770282499999967
DTI,cbcl,P9,-0.0009382979693333334,0.00584747556
DTI,cbcl,P90,-0.0013305486185999666,0.005362670786666667
DTI,cbcl,P91,-0.006114265915999967,0.00565096843
DTI,cbcl,P92,-0.010880672387333298,0.005781515363333333
DTI,cbcl,P93,0.00351484786,0.0056484720933333
DTI,cbcl,P94,0.0010598548353333334,0.0054602217866666
DTI,cbcl,P95,0.0041941899391666,0.005745190189999967
DTI,cbcl,P96,-0.0007155276556666668,0.005378487443333333
DTI,cbcl,P97,-0.004777052374333333,0.0057784546799999675
DTI,cbcl,P98,0.0005308176217334,0.005723181313333333
DTI,cbcl,P99,0.0018967805776666667,0.005465458853333334
DTI,cbcl,R1,-0.00106921185916665,0.00549881204
DTI,cbcl,T1,-0.00656914034,0.00572396466166665
DTI,cbcl,T10,0.006910875463666625,0.006074439213333325
DTI,cbcl,T11,0.00280196882739165,0.006105457163333325
DTI,cbcl,T12,0.004340101316333325,0.00587046524999995
DTI,cbcl,T2,-0.00747429557666665,0.005975139644999974
DTI,cbcl,T3,0.005319976005999949,0.005819293265
DTI,cbcl,T4,0.001016117948499975,0.0057716678133333255
DTI,cbcl,T5,0.00019370858225000001,0.00568438140166665
DTI,cbcl,T6,0.004190610897499925,0.00569677768499995
DTI,cbcl,T7,-0.0005400808708333,0.0056807182483333
DTI,cbcl,T8,0.003054890718333275,0.00617451414666665
DTI,cbcl,T9,-0.0004487915375,0.005746370649999975
