outer_fold,hyperparameters,best_epoch,train_r2,train_corr,test_r2,test_corr,val_r2_mean,val_r2_std,val_corr_mean,val_corr_std
3,8e-06,77,0.04223090410232544,0.23879657399099635,0.007023990154266357,0.08529381441753855,0.003988862037658691,0.003688841462481982,0.06906935543067486,0.02334782378428916
