outer_fold,hyperparameters,best_epoch,train_r2,train_corr,test_r2,test_corr,val_r2_mean,val_r2_std,val_corr_mean,val_corr_std
4,6e-06,109,0.030873358249664307,0.19237964607849273,0.01371467113494873,0.12023373513779509,0.007664108276367187,0.002514254372688563,0.08815133448371076,0.01655804799022571
