epoch,train_loss,train_r2,test_loss,test_r2,test_corr
1,0.9972771722823381,-0.00016840821325381228,1.0046034864299527,0.006034492088809906,0.08252193861054494
2,0.9955584546551108,0.0015552859234290173,1.0030099752764983,0.00761112377655726,0.09203148523339534
3,0.9925437537021935,0.00457872280064231,1.00169363814252,0.008913529948146759,0.09855628019635274
4,0.9922425136901438,0.0048808422966586384,1.000678934895044,0.009917492796490679,0.10330338308408932
5,0.9892581109888852,0.007873893408980814,0.999858329097139,0.0107293999404241,0.1066679678772874
6,0.9893291445914656,0.007802657066973251,0.9992047826390897,0.011376014945343016,0.1093545305334628
7,0.9898563132155687,0.007273959104450944,0.9986403385798136,0.011934497052016102,0.11163767999382322
8,0.9888414982706308,0.008291718283044869,0.9981951209147888,0.01237499986190882,0.11348200896345258
9,0.9862894313409925,0.010851184489000354,0.9977260127539982,0.01283913231164091,0.11524293260375086
10,0.9893305043224245,0.007801291627502205,0.9974170524705148,0.013144814428715845,0.11644254176569374
11,0.986476375721395,0.010663688906801805,0.9970660837991695,0.013492081991382743,0.11782152858648828
12,0.9848525221459568,0.012292249661077115,0.996730820209937,0.013823778145438559,0.11924710389557497
13,0.9829538674093783,0.01419641891126977,0.996347662528705,0.014202894873312166,0.12084866686405912
14,0.9833803756628186,0.013768668307771015,0.9960943424975133,0.014453523738019225,0.12181898784723545
15,0.9822736298665404,0.014878623989899475,0.9958190406573115,0.014725915701863657,0.12285678171125584
16,0.9842412560246885,0.012905296098485453,0.9954941802166799,0.015047337951729745,0.12422499483683064
17,0.9805504297837615,0.01660681839063105,0.9951663951049962,0.015371643355416187,0.1256233331897916
18,0.9822168997488916,0.014935515122753928,0.9949081961034623,0.01562712219333795,0.12663522210904501
19,0.9823159629013389,0.014836170016819694,0.9946701665108468,0.015862620964968266,0.12757056067550115
20,0.97765202075243,0.01951363235246162,0.9943487632559707,0.016180609382513977,0.12900556110145
21,0.9797778464853764,0.01738164591464486,0.9940978089095674,0.01642892691651776,0.12990932692450244
22,0.9797550216317177,0.01740453023433053,0.993828418954167,0.016695451041758402,0.13100299189261227
23,0.9796303436160088,0.017529577039481214,0.993666325620816,0.01685583549985148,0.1315068935007618
24,0.9786919085308909,0.018470737016082373,0.9934475539427609,0.017072279269349178,0.13226786019263123
25,0.9790615409146994,0.018100027872703928,0.9931922558169647,0.017324889352051787,0.13333267402111493
26,0.9783322408329695,0.01883144639319645,0.9929490148759342,0.01756554765384255,0.13420229044435356
27,0.9763889468740672,0.020780372777753353,0.9926921796542717,0.017819661634687622,0.13522839781651166
28,0.9796869768761098,0.017472774064883123,0.9924295753778744,0.018079496804059514,0.1364102767320405
29,0.97594492463395,0.021225677295342193,0.9921662255925281,0.018340052797947592,0.13750770019313058
30,0.9765696851536632,0.020599103220616533,0.9919549440278723,0.018549090152581438,0.13817391680607213
31,0.9775461927056313,0.01961976996081627,0.9917555358015426,0.018746393345859702,0.1389512345732797
32,0.9772011837922037,0.019965776361988707,0.9915365149999258,0.018963096274560942,0.13977629046429513
33,0.976510024163872,0.020658939380774344,0.9912713412949956,0.019225449294322017,0.14083511063570053
34,0.9766446908470243,0.020523880805019212,0.9910533495680072,0.019441144553887346,0.14174579474965193
35,0.9768155491910875,0.02035253300882911,0.9907967675424542,0.019694984634799795,0.14281787808517324
36,0.9738643625751138,0.023312270430087545,0.990591097017682,0.019898509277416543,0.14350480069033494
37,0.9758662977255881,0.02130453538637711,0.9903891457762004,0.020098313683387103,0.1442517734616648
38,0.9741748732049018,0.023000863056306775,0.9902551966565245,0.020230853226591017,0.14465074861520769
39,0.9743399017024785,0.022835347090406466,0.9899994298386655,0.020483898839908976,0.1457635966361784
40,0.9730278367642313,0.024151226850181784,0.9898645108708409,0.02061739637336657,0.14614744956234668
41,0.9742076336406171,0.02296801191213227,0.9897081970644904,0.02077205622604117,0.14657087516642825
42,0.9740194345358759,0.023156752605538178,0.9895557191326538,0.02092291235727539,0.14711951173118507
43,0.9713449077680707,0.02583902338436994,0.9893810297582951,0.02109575910582817,0.14774115378795946
44,0.9755639843642712,0.02160772352246776,0.9892367333421014,0.021238528620419972,0.14828060255129275
45,0.9731337886769325,0.02404495795066608,0.9890138020801684,0.021459108962194273,0.14927238682883412
46,0.9708624677732587,0.026322870203622006,0.9888830079050283,0.02158850555672509,0.14961796059297178
47,0.9734357525594532,0.02374212642336071,0.9887534921607952,0.021716648765868096,0.1501419146966773
48,0.9729461923707277,0.024233104979536235,0.9886264682339715,0.021842325442102517,0.15049632281740757
49,0.9725999857764691,0.02458031856343701,0.9884898670712234,0.02197747697557173,0.1510985823806613
50,0.9704854851588607,0.026700950015875247,0.9882714605261606,0.02219357962969748,0.15213032385734865
51,0.973432163707912,0.02374572819345766,0.9880583122219907,0.022404461761318828,0.15307924187483832
52,0.9730741681996733,0.024104758713725083,0.9878887368039773,0.022572235835975563,0.1536264773131314
53,0.9717005474958569,0.025482362415541138,0.987758989971751,0.0227006010766585,0.15404867010946022
54,0.968947978457436,0.028242907275081386,0.9876254036578974,0.0228327932666752,0.154348493835773
55,0.9700688954908401,0.027118742637701643,0.9874668366854339,0.02298968259645362,0.15499093372395276
56,0.9706460346933454,0.02653993049068115,0.9873707772697572,0.023084715201764472,0.15524252812935005
57,0.9694092029239982,0.027780345975896403,0.9872206903888634,0.023233209114025377,0.15574006602689697
58,0.9683943218551576,0.028798173284317552,0.9870173644879902,0.0234343796803822,0.156565812424617
59,0.9681343694683164,0.029058872553930915,0.9868694878369206,0.023580694103421673,0.1569503001557799
60,0.9696640837937593,0.027524732679811925,0.9867610778966841,0.023687956266380095,0.15716974291312955
61,0.968630529474467,0.028561279429980324,0.9866142224078647,0.02383325528771052,0.15779414960103835
62,0.9707722929306328,0.02641330744039816,0.9864511937848413,0.023994566602210554,0.15874318727508901
63,0.9664146050345153,0.030783625859889585,0.9862888903080282,0.024155154851312588,0.15905905639622614
64,0.9680577572435141,0.029135704654356442,0.9861897207458407,0.02425327459322546,0.15924139793697623
65,0.9655747348442674,0.0316259350171344,0.9859966245030356,0.024444308395165648,0.16024575892582743
66,0.9677135497331619,0.02948091588218371,0.9858837394146526,0.024556008407022656,0.16059337955119857
67,0.9674957804381847,0.029699318182780376,0.9857746856628016,0.024663908274202728,0.16068244355887415
68,0.9677300043404102,0.029464409843747763,0.9856676408405592,0.024769816546852286,0.16113295418543327
69,0.9663585680536926,0.03083983547375213,0.9855450492419517,0.024891117544383,0.16138622420048768
70,0.9662409094162285,0.03095782495524857,0.9854186238632835,0.025016189661813848,0.16172187198510588
71,0.9667903715744615,0.030406779043012144,0.9852906591779375,0.025142811236987916,0.16233777280854053
72,0.9641406997106969,0.03306412344114007,0.9852126524354144,0.025219983858223327,0.16244568446325483
73,0.9640718041919172,0.03313322508725214,0.9851131080824785,0.025318477389727145,0.16254217395776707
74,0.9656381101813167,0.031562368162852295,0.9850149172116862,0.02541563131945057,0.16274326038300865
75,0.965494479984045,0.03170641891929071,0.9848975544152695,0.025531742587788453,0.1631926931856806
76,0.9655815258156508,0.03161912457864946,0.9848528708871718,0.02557596474282331,0.16326675276359448
77,0.9620848624035716,0.03512592437273432,0.9847529577941299,0.025674818383212172,0.1633853750922472
78,0.9648375168908387,0.032365289679475606,0.9846586977463923,0.02576807758248012,0.16354908016297848
79,0.9648082561325282,0.03239463240692764,0.9845138339661226,0.025911409895237214,0.16397755233470976
80,0.9634091458283365,0.03379779909124814,0.984415280754942,0.026008931417589864,0.16428103983424255
81,0.9614940918982029,0.03571840367446344,0.9843528213705768,0.026070713291208802,0.16429945038424942
82,0.9619505766313523,0.03526059341446086,0.9842514583341897,0.02617100736958944,0.16466869399907613
83,0.9637056039646268,0.03350047656909427,0.9841019679069984,0.026318907876065833,0.1652778432540781
84,0.9640996963717043,0.03310524588881958,0.9840561232373678,0.02636428607657093,0.16515591099827
85,0.9602940771728754,0.03692190030348086,0.9839364945917609,0.02648262392801548,0.16558622711246831
86,0.9627136867493391,0.03449527776761163,0.9838106748591172,0.026607119052857953,0.1660860312569441
87,0.9616472281049937,0.03556482555344964,0.9836212215684227,0.026794557146064713,0.16684817602108293
88,0.9631554107181728,0.03405226573749487,0.9835191758566801,0.026895541218528773,0.16693700265870315
89,0.9620311765465885,0.03517976018868085,0.9833678456851481,0.02704525754925291,0.16742871321520858
90,0.9632073347456753,0.03400019289073142,0.9832327610228107,0.027178916209870563,0.16791625105332897
91,0.9622464722488075,0.034963838613248144,0.9831527619899454,0.027258075819542316,0.1680116750101848
92,0.960697983391583,0.03651682716005378,0.9830583106488237,0.027351508111456924,0.16811909665767302
93,0.9589152443222702,0.03830472859459044,0.9829739143116524,0.02743501957277894,0.1683460168592264
94,0.9607894634827971,0.03642507569567832,0.9827956874059898,0.02761135328119968,0.16915298666231818
95,0.9602362173609436,0.03697993650348941,0.9827024041879113,0.027703661477177177,0.16944930590555424
96,0.9606659803539515,0.03654892063622728,0.9825187123886489,0.02788540657159755,0.1701039636667488
97,0.9594157910905778,0.03780272994513412,0.9823646850269442,0.028037809018592763,0.17080470970999842
98,0.956258186371997,0.04096948855998772,0.9822795284032938,0.028122054435665067,0.17080931642867886
99,0.9571424541063607,0.04008266261784443,0.9822167496148292,0.028184180231267453,0.17076481764077406
100,0.9578316607512534,0.03939144673413575,0.9821088122064862,0.028290952985735363,0.17106178344733844
101,0.9579104105941951,0.039312479203317485,0.9819548655975848,0.02844328572761512,0.1717548321244914
102,0.9598256286699325,0.03739169891735139,0.9819132755767316,0.02848442606098822,0.17155066280891473
103,0.959663370391354,0.03755443658171731,0.9817642831639466,0.028631847582827774,0.17209357236402753
104,0.9570548739284277,0.04017049457464961,0.9815675298896518,0.02882651906628131,0.17296776112997309
105,0.9586751533206552,0.03854551622222957,0.9814722212190568,0.028920819195065728,0.17307906458470054
106,0.9580431890208274,0.03917931328848945,0.9813646966506936,0.029027183728912553,0.1733607851787423
107,0.9598446916788816,0.03737258699045165,0.9812373857837936,0.02915315797905138,0.17392277839443537
108,0.9584374814294279,0.03878387767120117,0.9811593556532108,0.029230355419122334,0.17410306933109068
109,0.9566947282291949,0.040531683330416235,0.9810178050650452,0.029370408068079668,0.17462313494993964
110,0.9582174434326589,0.03900455729513319,0.9809065763399972,0.029480463092727338,0.17490173853264251
111,0.9570628844667226,0.040162458681432645,0.9807868663597945,0.02959890106699259,0.1753418565748899
112,0.9552477085962892,0.041982894695447914,0.9806447691193669,0.029739496982077118,0.1759143662149186
113,0.9569081016816199,0.04031769162564014,0.9805564042589849,0.02982692169661627,0.17607192179166167
114,0.9548418559134007,0.04238992305555056,0.9804185173347439,0.02996334740767992,0.17648888505282667
115,0.9547184696421027,0.042513672595965835,0.9803531882005415,0.03002798920684835,0.17625573070389303
116,0.9556563852820545,0.041573035539265835,0.9802384353254178,0.030141531770043528,0.17680324293183575
117,0.9550350860226899,0.04219613791966992,0.9801818060840032,0.03019756397487794,0.17670309044546836
118,0.9582762958016247,0.03894553594211758,0.980056688342227,0.0303213653242409,0.17715289919971855
119,0.9513872303068638,0.0458545696829189,0.9800577331252538,0.030320330171296872,0.1766856033905479
120,0.9530112480279058,0.04422584289446063,0.9799517561250224,0.030425179428750337,0.17706577274822158
121,0.9573156218975782,0.03990899175560414,0.9797519853255876,0.030622831154027086,0.17784440966799464
122,0.9551628232002258,0.042068035451627184,0.9795324126355761,0.030840060407782866,0.17876202117314013
