epoch,train_loss,train_r2,test_loss,test_r2,test_corr
1,1.00751425139606,-0.01043517222349677,1.011408275310559,-0.0006982522809997338,0.031885979012864975
2,1.0007560076192021,-0.0036573284562211317,1.0064651066934613,0.0041925867271797035,0.07266965420907073
3,0.9946282794699073,0.0024881526282645172,1.0038385761255402,0.00679129971908321,0.08874798133958339
4,0.9889112245291471,0.008221787482038279,1.0019170949958254,0.008692432491059332,0.09937665882661907
5,0.9902532594278455,0.006875855565341982,1.000496700253354,0.010097788407407271,0.10617452998900763
6,0.9895770442672074,0.0075540289746462985,0.9992395673163522,0.01134161027514835,0.11143655398536328
7,0.9858111129142344,0.011330887129256673,0.9981644942505642,0.012405301203416874,0.11582434659442845
8,0.9863051315769553,0.01083544325792496,0.997013884558801,0.013543721733632719,0.12068461251318996
9,0.9838525305967778,0.01329514589487979,0.9959938567460834,0.014552945043731835,0.12444273687093027
10,0.9851310839876533,0.012012891941850401,0.9950552036728494,0.01548165892011344,0.12871691942762398
11,0.9871387861203402,0.009999365265204063,0.9938797984488595,0.016644625659051115,0.13380325423363262
12,0.9829356034751981,0.01421472478020358,0.9928830201128973,0.01763084896524425,0.13779177215600785
13,0.9781396640464664,0.01902457221929299,0.9920808669705109,0.01842449956666392,0.14129050500048013
14,0.9811432871501893,0.016012243978584473,0.991397301879611,0.019100819653445567,0.1429594651815403
15,0.9787539441604167,0.01840851555191958,0.990497746777104,0.01999085624514807,0.14620369683015652
16,0.9792180880904198,0.01794302559301708,0.9898137443527587,0.02066762550645651,0.14805197294885244
17,0.9792305855080485,0.01793049128858737,0.9893612127411127,0.021115348302530368,0.1509619271058531
18,0.9750762726180255,0.02209684520425481,0.988653760354306,0.021815313541433956,0.1530680061257115
19,0.976257068105042,0.02091262866626531,0.9881751461689969,0.022288870256546578,0.15519835975171106
20,0.9714333363808692,0.02575034905041429,0.987619898620613,0.022838240532528142,0.1568883586140414
21,0.9753860556520522,0.02178616794883015,0.9869857404568301,0.023465674242214685,0.15850798322226292
22,0.9701069828588516,0.02708054353555378,0.9863704988117507,0.024074403076738138,0.15982439537902593
23,0.9707991401664913,0.026386385290083192,0.9858295308955999,0.024609661416814088,0.16177390519801998
24,0.9695412209257483,0.027647957150826463,0.9852440857549828,0.0251888916335532,0.16289618721055096
25,0.9680839749053121,0.02910941923251409,0.9847002850909998,0.02572693233530432,0.16494245031908264
26,0.9718309519812465,0.025351579112117495,0.9842599120123785,0.02616264643606181,0.16720781830141795
27,0.9695311528630555,0.02765804434789343,0.9838916289626011,0.026527033180333004,0.17064457531272717
28,0.967718065250665,0.02947638558891319,0.9835393937289162,0.026875534263809286,0.17104603125077514
29,0.9679656443186104,0.029228098589337947,0.9831134425889811,0.027296980767076207,0.17166177072356378
30,0.9690294191241264,0.02816123412387206,0.9827806748315263,0.02762620931996851,0.1738835008605359
31,0.9711429183371365,0.02604161585904241,0.9822489186692319,0.028152351511958273,0.17425081127856107
32,0.96535573923029,0.03184556075483014,0.9818465222144138,0.028550472931739845,0.17539643034659363
33,0.9632102034520358,0.03399732110176634,0.981469576622929,0.0289234243609392,0.17501771268355049
34,0.9638424429576844,0.03336324337557717,0.9809504585070631,0.029437054489332537,0.1768416051672594
35,0.9650601895991713,0.03214196307157324,0.9808042566039726,0.029581700165678182,0.17565523804374733
36,0.964241367764771,0.032963165141999706,0.9805715341228226,0.029811962466462005,0.17612206940513114
37,0.9638381234835833,0.03336756993410184,0.9802516500446027,0.030128463045026144,0.17732350920587656
38,0.9604041902348399,0.03681147663425144,0.9798420819496166,0.030533698956836552,0.17885266943918268
39,0.9621920003555715,0.03501847522751711,0.9794245030369161,0.030946842136648778,0.18052870595612472
40,0.9589586784131825,0.03826117175019261,0.9791397744705178,0.031228574790276076,0.1811931238637958
