epoch,train_loss,train_r2,val_loss,val_r2,val_corr
1,1.0523400503454856,-0.04631000408768027,0.9893228173692584,-0.030705714790444816,0.05878238524995917
2,1.0289676536634131,-0.024071994438480182,0.973591148853302,-0.014316018492717575,0.10028484397255248
3,1.0146930996075416,-0.009494239887136269,0.964588979880015,-0.0049372810409535894,0.10900633066200102
4,1.0118582242900886,-0.007115308344184612,0.9595315839926984,0.0003316712508942832,0.10991417461471026
5,1.0092390075470636,-0.002968415815033154,0.9568082508295592,0.0031689081379091544,0.11100567001129237
6,1.0026882308200724,0.0052215244386247806,0.9548493803493561,0.005209730000111157,0.11243629214988826
7,0.9992227033504004,0.004952856199678668,0.9531466421626863,0.006983673759048292,0.1136074591409393
8,0.9997666860089719,0.008136606588452389,0.9517379269931779,0.008451329386041762,0.11711735393201464
9,0.9993007993235171,0.012416944972443722,0.950811044200436,0.009416971344732739,0.12035735796196145
10,0.9947601788252303,0.009863045726496544,0.9497355437395192,0.010537471270233856,0.1237045309840486
11,0.9965236973993986,0.00938419943905966,0.9487837326686752,0.011529075183853599,0.12536498546178806
12,0.9927951514142231,0.013788333971274103,0.9480037719047696,0.012341678476528894,0.12801336198296132
13,0.9909280364953198,0.01239381491534286,0.9471692611009647,0.01321110349894905,0.12998657441288763
14,0.9884591386156175,0.014875896533179556,0.9465244512854915,0.0138828736972878,0.13253440494847143
15,0.9861697618243763,0.01953782078057098,0.945736877501957,0.014703397034724563,0.13504620064245584
16,0.9903653941108185,0.01717050496444772,0.9451000177379929,0.015366909541749685,0.1366958737407643
17,0.9877994341179005,0.015199246558843194,0.9445107402382317,0.015980836931957842,0.13862869322387383
18,0.9863867426960213,0.016679745075655172,0.9439069793920086,0.016609845101022702,0.14108652153526768
19,0.9856228003802808,0.019928046039741854,0.9432223236167824,0.017323130083031324,0.14361512818497124
20,0.9810757049657766,0.02277905141870129,0.9425107584185943,0.018064460852276754,0.14601695306725562
21,0.9809056069087057,0.024393717029561057,0.9418972331816752,0.01870363552905374,0.14654594734902343
22,0.9802827661477246,0.023452412567804837,0.9414160705748058,0.019204942204550046,0.14894019541430917
23,0.9774853072120148,0.0263298988386792,0.9409408963061369,0.019699984913290502,0.15005644330058562
24,0.9827586536847271,0.023717321583946682,0.9403756199738919,0.020288898563987745,0.1514914700281944
25,0.9813219534540639,0.02682527919923594,0.9398277615889524,0.02085967866700067,0.15322733897353738
26,0.979854995185889,0.027919923497550125,0.9392265249521304,0.021486084124562987,0.1548170849035104
27,0.9737143849284904,0.02944649214435513,0.9386632991215539,0.022072860532328265,0.1570885621269247
28,0.9845831466531291,0.023587685244682466,0.9381583265332512,0.022598943605612987,0.1586975729371973
29,0.9799550546025767,0.028043575673250776,0.9379480964389331,0.022817970587723613,0.1594851816763093
30,0.97671633611605,0.0281405472626034,0.9375151023905501,0.023269072571930782,0.16128154877043882
31,0.9745585820049916,0.02947721759907207,0.9371187956196338,0.023681969113217294,0.16167748180743544
32,0.9766918513381365,0.02960376155240585,0.9366722500659025,0.024147186477956106,0.16354892363443585
33,0.9725209711824806,0.034167148971422034,0.9362636606626312,0.024572877070760613,0.16543026402475394
34,0.9713797077391911,0.03342921691015177,0.9358348096828903,0.025019657345655255,0.16667752059165053
35,0.9709566443869211,0.03581032422735131,0.93538507400706,0.025488202946579386,0.16813199849845223
36,0.9711256467022942,0.03330490219956683,0.934973031609923,0.025917480359222922,0.16891632137772666
37,0.9707938149137404,0.03479882899373299,0.9346155911429316,0.026289879976041042,0.1695083297385689
38,0.9698854337618189,0.033839261902836704,0.934374752426031,0.02654078775099933,0.17028588061562983
39,0.9681769994277398,0.035580000351216334,0.9342117332859062,0.026710634935849575,0.17102959387902678
40,0.9715293512761014,0.03291956418955777,0.9338600331319267,0.027077051582792278,0.17171027288282448
41,0.9748727496966575,0.03390890439402039,0.9336360660955874,0.027310369506789,0.17251911779441678
42,0.9685777816378954,0.03838339562857007,0.9334502492341076,0.027503967474691637,0.17315621637741188
43,0.9685091356050621,0.040539623617603326,0.9330476871049157,0.027923354740988837,0.17408645367401748
44,0.9617555560996232,0.041140761103513945,0.9327319845175132,0.02825228041241501,0.1755749036121862
45,0.9626320669951948,0.040487331563796136,0.9324357816005655,0.02856087269298324,0.1756777029283898
46,0.9620066337215091,0.04378793006406245,0.932102662666959,0.028907925402423262,0.1764490595841863
47,0.9601834653650673,0.04420034539338413,0.9318400652708443,0.02918151784072387,0.1772545740611202
48,0.962057266420531,0.04191251775274085,0.9315486281054943,0.029485145472957885,0.1776927691991115
49,0.9602077629381013,0.04523690189467244,0.9313249529063047,0.02971817586164205,0.17789274241812617
50,0.9574629024973194,0.04769081015796983,0.9310226727900196,0.030033077824230148,0.17860713069671846
51,0.9529377013734244,0.04948764974581832,0.9306619437331827,0.030408907707753063,0.17992702284475812
52,0.957526823849354,0.04645056387512314,0.9303052848948664,0.030780480811505306,0.18128819608905997
53,0.9599135437058014,0.04442498015599672,0.9301383004811512,0.030954449995609257,0.18132319829954327
54,0.9608064039239606,0.04632198901740059,0.9299012934186374,0.03120137060641648,0.1816132925783234
55,0.9574244349326902,0.04540276971279111,0.9295955438608069,0.03151991909922669,0.18288037097926324
56,0.9552569719194208,0.04994094140515004,0.9292152529816633,0.03191610469898254,0.18359202243932687
57,0.956119053282784,0.04993371523541057,0.9288527311277331,0.032293789784353044,0.18468690065435386
58,0.9509138861327495,0.051125965021827424,0.928613676765754,0.03254285390287004,0.18494860325299237
59,0.9505281876591802,0.055976138472998316,0.928404636362679,0.03276062814109759,0.1852491192254468
60,0.9519067186753727,0.05167415424881017,0.9280055609960405,0.03317640525596233,0.18628428325696963
61,0.9506605909866037,0.055996036982209674,0.927857987173311,0.033330133260977224,0.18678496579993784
62,0.9486971500429134,0.05553237064816696,0.9276299971509475,0.03356767483770462,0.1871269405372373
63,0.9465515795841958,0.058497080420876535,0.9273772426722833,0.03383099321113159,0.18778008137790736
64,0.945673707908797,0.0587222283175709,0.9273620462534047,0.03384682973836428,0.18771899444880846
65,0.9510847040750448,0.05567750331414756,0.92693247361352,0.03429438036399768,0.18874305282180484
66,0.9480223395292041,0.05436734515410113,0.9267572484028063,0.03447692843387462,0.1894052035224717
67,0.9565294049318555,0.05530555706086171,0.926603042453491,0.0346375967193967,0.19038007745284533
68,0.9405811330647145,0.06199686451670039,0.9263398747741084,0.034911750335721914,0.19086917617243707
69,0.9452662676283456,0.05975500885189944,0.9261349147783822,0.03512529418841159,0.19101470684817118
70,0.9450624648807118,0.05828484694206215,0.9259425036345355,0.035325753229831,0.19168572636092585
71,0.9444534934840156,0.06019333769546109,0.925820456901895,0.0354529111742119,0.19174141321599783
72,0.9462910433417385,0.059202547055658306,0.9255058041276804,0.03578070800936484,0.1926183996865097
73,0.9436946800611552,0.06118590827520465,0.9253462469330347,0.035946973526471804,0.19259279681402988
74,0.9445976661246958,0.0634143574181062,0.9252759301909887,0.036020217576982705,0.192403230084647
75,0.9476858238572056,0.05561908958404571,0.9251409358594007,0.03616085412238779,0.19297938378551868
76,0.9404301255652048,0.06658628581682824,0.9250902168916695,0.03621370295223669,0.19284513045037527
77,0.9410649682711629,0.06608942164536924,0.9250211326339451,0.03628567445154218,0.19305283009803728
78,0.9375850723206418,0.06555063337300837,0.9249056308406323,0.03640600497361257,0.19355437058122069
79,0.9361368929876864,0.06769605787811961,0.9246961568301414,0.03662423421860117,0.1937054264601594
80,0.9371480328365437,0.06613720583446969,0.9244774642590347,0.03685208216453628,0.19430637411233373
81,0.9335849261978297,0.07022437811409121,0.9244614719471216,0.03686874451868749,0.19424492833563115
82,0.9372712032308856,0.06920645584815555,0.9241249012568641,0.03721938611959774,0.19487708567288134
83,0.9333825545403563,0.07034867769539233,0.9237627091570797,0.037596731540113226,0.19603736646274825
84,0.9359038159685228,0.06917014408589961,0.9236089408179342,0.03775692806426323,0.1962790733630442
85,0.9308641602113409,0.0749450999453325,0.9235966953020247,0.037769687044960754,0.1963289148196693
86,0.9349126983614802,0.07379270440463381,0.9236473817382831,0.03771689466994188,0.196328956249927
87,0.9243785715797572,0.079223406299324,0.9235675660972922,0.037800020623873554,0.19609466158069938
88,0.9290743881058925,0.07531927981805164,0.9234251807169745,0.03794838111786314,0.19675114222456072
89,0.9324747873741446,0.07637813920974457,0.9234489034383725,0.03792366540720138,0.19623488004637804
90,0.9327496278633192,0.07388993285303935,0.9235687634301564,0.03779879248715423,0.19608106464628786
91,0.9304746285225581,0.07358482808805189,0.9235940446783771,0.03777246658832212,0.1962657551531033
92,0.9284361762907899,0.0776980716074136,0.9237282933332981,0.037632581561619305,0.19574737602780373
93,0.9222142722421479,0.08094098084116619,0.9235896671211327,0.03777702219929724,0.1962255582374437
94,0.9257137373234462,0.08098052957437218,0.9235406394260998,0.03782808386189196,0.196310532018034
95,0.9240386104120791,0.07871211830026925,0.9236537184616294,0.037710288463855046,0.1966999811660705
96,0.9257276283884511,0.07974740763126364,0.9237153698964288,0.03764605842745283,0.19589828911681556
97,0.9282395729740847,0.080207010127338,0.9236792378373199,0.03768369108308711,0.19654326385376983
98,0.9238017606503756,0.08290666463948437,0.923751617089296,0.03760827463416305,0.19615745333586224
99,0.9230920932825329,0.0834880239320781,0.923778568432008,0.037580199647847534,0.19602255761435294
100,0.92156105365568,0.08405736555124577,0.923876311898377,0.037478367385287426,0.19595127063138115
101,0.9249362557837106,0.07868137731488578,0.9237610908800574,0.0375984121713856,0.19662838817156603
