fold,train_r2,train_corr,val_r2,val_corr
1,0.1896673099862598,0.24066811190487747,0.045610369942470586,0.24066811190487747
2,0.19689718727432337,0.2144801971638381,0.023125480392028108,0.2144801971638381
3,0.20282610460983896,0.21238690727746987,0.027955798859414682,0.21238690727746987
4,0.19633608584251516,0.20150076652829654,0.020968699263170576,0.20150076652829654
5,0.19966065808322397,0.19546163720633128,0.014770586621525639,0.19546163720633128
