outer_fold,hyperparameters,best_epoch,train_r2,train_corr,test_r2,test_corr,val_r2_mean,val_r2_std,val_corr_mean,val_corr_std
1,2e-05,80,0.11394792795181274,0.3438369286210684,0.0537988543510437,0.23372685564063891,0.04398751258850098,0.011222342487801663,0.21286682288631154,0.023736393846270076
