outer_fold,inner_fold,hyperparameters,best_epoch,train_r2,train_corr,val_r2,val_corr
5,1,{'lr': 1.2e-05},115,0.08644074201583862,0.30200432551390616,0.04347050189971924,0.21061112032039322
5,2,{'lr': 1.4e-05},144,0.12816983461380005,0.3648603394831776,0.05275636911392212,0.23614281260516368
5,3,{'lr': 1.6e-05},64,0.08367961645126343,0.29721531860989947,0.03200000524520874,0.18113069034290188
5,4,{'lr': 1.8e-05},85,0.1122138500213623,0.3412603567034105,0.0484393835067749,0.2236833532317788
5,5,{'lr': 2e-05},95,0.1260901689529419,0.36113831721457684,0.044479429721832275,0.21764022474948316
