outer_fold,best_hyperparams,train_r2,train_corr,val_r2,val_corr,test_r2,test_corr
1,"{'batch_size': 64, 'lr': 2e-05}",0.1706912277027156,0.4233670498458266,0.052342300460116654,0.23194134581525158,0.0506379462614267,0.24257762825285528
2,"{'batch_size': 32, 'lr': 2e-05}",0.21353421659233818,0.48160734849459147,0.054836176928018364,0.23595758432189706,0.02039109853961918,0.1975976280522772
3,"{'batch_size': 32, 'lr': 2e-05}",0.20408436315751688,0.47145675166037204,0.050551379907192384,0.22927606206865705,0.03735434390264747,0.22284670767480755
4,"{'batch_size': 64, 'lr': 2e-05}",0.15596062596100246,0.4067979236756613,0.056547685598701936,0.23861122360883638,0.043974839927317544,0.22597579885974892
5,"{'batch_size': 32, 'lr': 2e-05}",0.20039761777160825,0.46268144866503774,0.05889694125477407,0.24384568963547357,0.03370281177006029,0.21665887147627744
