outer_fold,best_hyperparams,train_r2,train_corr,val_r2,val_corr,test_r2,test_corr
1,"{'batch_size': 32, 'lr': 2e-05}",0.20225340291144744,0.47035288810544357,0.0489209298654679,0.22274739415468003,0.043518072685725606,0.23071393056790993
2,"{'batch_size': 32, 'lr': 2e-05}",0.20795939774517225,0.47468702572162585,0.04881637123502773,0.22514890620952954,0.013507428060659965,0.18572221786083276
3,"{'batch_size': 32, 'lr': 2e-05}",0.19929671656090708,0.46694577927767855,0.040597848422114266,0.20820703489456158,0.053372099007400586,0.24786914396369653
4,"{'batch_size': 64, 'lr': 2e-05}",0.1436168894996025,0.3968174902498455,0.045025904844294515,0.21411472962156886,0.04270524097381967,0.21402101395925102
5,"{'batch_size': 32, 'lr': 2e-05}",0.20599896480255953,0.4768774415715465,0.04800837811323444,0.22128089225463027,0.03415856943325912,0.213631946063198
