outer_fold,hyperparameters,best_epoch,train_r2,train_corr,test_r2,test_corr,val_r2_mean,val_r2_std,val_corr_mean,val_corr_std
2,1.2e-05,98,0.092807650566101,0.3175260861747901,0.0343791842460632,0.1875668668047206,0.0312462568283081,0.0205267995392443,0.1815912372180984,0.0491675027086079
3,1.8e-05,62,0.0880176424980163,0.3030858650542138,0.0329177975654602,0.1843117057325475,0.0335653901100158,0.0067777361691844,0.1853961134411172,0.0168781744348448
4,1.8e-05,60,0.0937102437019348,0.3205828779193314,0.0378096103668212,0.1962424120943777,0.0326256394386291,0.0120231858512163,0.1820199997910976,0.0317828782342801
5,1.8e-05,49,0.0805625915527343,0.2958315024005392,0.0294441580772399,0.1766039197812151,0.0329947352409362,0.0149337026137256,0.1811432464454132,0.0440031993715746
