outer_fold,hyperparameters,best_epoch,train_r2,train_corr,test_r2,test_corr,val_r2_mean,val_r2_std,val_corr_mean,val_corr_std
1,1.2e-05,90,0.0993281602859497,0.3270496714511224,0.0282243490219116,0.1798413014344776,0.0300512194633483,0.0094053954050038,0.184615269262012,0.021596005334325
2,1.2e-05,93,0.1039295196533203,0.3382350513802872,0.0398779511451721,0.2008916430926898,0.0321268916130065,0.0129716313669111,0.1823745785832103,0.0338193508049433
3,1.8e-05,61,0.1034336686134338,0.3353786762783893,0.0376307368278503,0.1960046633059219,0.0300695061683654,0.0061068007222494,0.1775320180759446,0.013072665614027
4,1.8e-05,53,0.0842180848121643,0.3014621044895633,0.0477930307388305,0.2191546552683999,0.0230890870094299,0.0150923688088421,0.154302249781243,0.0484922798457777
5,1.8e-05,40,0.0687034726142883,0.273863708280489,0.0239216685295104,0.1621154717622929,0.0339949488639831,0.0159320328711017,0.1861812893796704,0.0428053344789945
