outer_fold,hyperparameters,best_epoch,train_r2,train_corr,test_r2,test_corr,val_r2_mean,val_r2_std,val_corr_mean,val_corr_std
4,1.8e-05,60,0.09371024370193481,0.32058287791933143,0.03780961036682129,0.19624241209437776,0.03262563943862915,0.012023185851216308,0.18201999979109768,0.03178287823428019
