outer_fold,hyperparameters,best_epoch,train_r2,train_corr,test_r2,test_corr,val_r2_mean,val_r2_std,val_corr_mean,val_corr_std
2,1.2e-05,93,0.10392951965332031,0.3382350513802872,0.03987795114517212,0.2008916430926898,0.032126891613006595,0.012971631366911169,0.18237457858321038,0.03381935080494337
