Data Type,Target,Feature,Mean_Gradient,Std_Gradient
DTI,c2b,C1,0.00294282005,0.007417756339999949
DTI,c2b,C10,-0.00491395935,0.00767241516999995
DTI,c2b,C11,0.006223232245,0.0075541001699999995
DTI,c2b,C12,0.00234158764599995,0.0079074048099999
DTI,c2b,C13,-0.0020829925010000497,0.0079884491
DTI,c2b,C14,-0.012534218770000001,0.0092017808
DTI,c2b,C15,-0.0063734454,0.0076172268300000005
DTI,c2b,C16,-0.001585113362,0.00724895240999995
DTI,c2b,C17,-0.00505899953,0.00756969587
DTI,c2b,C18,-0.00436591577649995,0.00787428563999995
DTI,c2b,C19,0.005133425881,0.00767937026
DTI,c2b,C2,0.00360587294,0.00752175381
DTI,c2b,C20,-0.0011406488729999499,0.007187514549999999
DTI,c2b,C21,0.00422736841,0.00751014696
DTI,c2b,C22,0.00977614192,0.00772224796
DTI,c2b,C23,0.01278268499999995,0.00791739931
DTI,c2b,C24,-0.001748908095,0.00781061286
DTI,c2b,C25,0.00920888604,0.00761348992
DTI,c2b,C26,-0.00678965632999995,0.007702012940000001
DTI,c2b,C27,0.0168618836,0.00838569716
DTI,c2b,C28,0.00642195857,0.00787126961999995
DTI,c2b,C29,0.00302572041,0.00779250393999995
DTI,c2b,C3,-0.0059313663519999,0.00779796693
DTI,c2b,C30,-0.004274289968,0.00789659881999995
DTI,c2b,C31,-0.008567078009999899,0.00842487954
DTI,c2b,C4,0.008500742352,0.00783733656
DTI,c2b,C5,0.00337777417999995,0.00732602416999995
DTI,c2b,C6,0.00782534453,0.00787999023999995
DTI,c2b,C7,-0.0014696256053,0.00754323908
DTI,c2b,C8,-0.00016890170899999993,0.00749857985
DTI,c2b,C9,-0.0020871723420000004,0.007800615049999949
DTI,c2b,F1,0.009208397637999967,0.008436053006666666
DTI,c2b,F10,-0.0047551968760000006,0.007909828673333332
DTI,c2b,F100,0.0128945748133333,0.008427260313333332
DTI,c2b,F101,0.0050269379293333,0.007886148666666667
DTI,c2b,F102,0.010435692899999967,0.007888793293333267
DTI,c2b,F103,0.010468098361999967,0.0080699007
DTI,c2b,F104,-0.002770856236666667,0.007678970260000001
DTI,c2b,F105,0.005790632703999966,0.00888306916
DTI,c2b,F106,0.002387329567333333,0.0076266466733333
DTI,c2b,F107,-0.011154142893333335,0.008471577019999966
DTI,c2b,F108,0.00934187146,0.00787120612
DTI,c2b,F109,0.016199474766666666,0.00816520388
DTI,c2b,F11,-0.005222886226666668,0.0077435332733333
DTI,c2b,F110,-0.0018361054877332665,0.007818955066666633
DTI,c2b,F111,0.012516708299999965,0.008062618786666668
DTI,c2b,F112,-0.011875242644,0.00832658866
DTI,c2b,F113,-0.0030018794200000003,0.007839273079999967
DTI,c2b,F114,-0.020413346133333333,0.008340024846666667
DTI,c2b,F115,-0.01366534986,0.008152082913333301
DTI,c2b,F116,-0.0027200428533333335,0.00800903728
DTI,c2b,F117,0.008639610257333332,0.00795962364
DTI,c2b,F118,-0.00024845650999999995,0.007645468659999967
DTI,c2b,F119,0.009030988946666667,0.007834985473333334
DTI,c2b,F12,0.0016218350333333,0.008044959039999999
DTI,c2b,F120,-0.0012046236200000332,0.007580648366666667
DTI,c2b,F121,0.0010004922749332998,0.007671005546666666
DTI,c2b,F122,-0.016574424600000002,0.0085604622333333
DTI,c2b,F123,0.0050184144998666,0.007641553599999966
DTI,c2b,F124,-0.0016520478039999667,0.007927600519999967
DTI,c2b,F125,0.005319744433333333,0.0076513715466666665
DTI,c2b,F126,-0.010601364306666633,0.007826177393333333
DTI,c2b,F127,0.00662152527,0.007966021119999967
DTI,c2b,F128,-0.015597318599999932,0.008226674806666667
DTI,c2b,F129,0.00884105578,0.0078988547
DTI,c2b,F13,0.0128317666866666,0.00816244394
DTI,c2b,F130,-0.0026378651099999667,0.0076017679866666335
DTI,c2b,F131,0.008350870813333333,0.0078904288933333
DTI,c2b,F132,-0.0005338580386666667,0.007803990466666667
DTI,c2b,F133,-0.0019590656306666997,0.007718026606666634
DTI,c2b,F134,-0.010528486173333332,0.008256999860000001
DTI,c2b,F135,-0.0017140643688666668,0.0076337242133333
DTI,c2b,F136,0.009864482386666634,0.0081931273533333
DTI,c2b,F137,-0.011445519566666666,0.007856791559999932
DTI,c2b,F138,-0.004630848926666667,0.007602522066666666
DTI,c2b,F139,0.006282691866666666,0.007723232286666666
DTI,c2b,F14,0.009541401699999967,0.008088724506666667
DTI,c2b,F140,0.009232096926666667,0.007754272313333334
DTI,c2b,F141,-0.014723611,0.008129413793333333
DTI,c2b,F142,0.0036037898029599997,0.008142754079999967
DTI,c2b,F143,0.008129355985666635,0.008025591726666666
DTI,c2b,F144,0.010062395602666634,0.007886075073333334
DTI,c2b,F145,0.0018108935579999666,0.008080253446666633
DTI,c2b,F146,-0.0013139664359999332,0.00778204754
DTI,c2b,F147,-0.004727380053333299,0.007852717393333333
DTI,c2b,F148,0.01338388582666663,0.008062614373333334
DTI,c2b,F149,-0.0031076344466665997,0.008057147419999999
DTI,c2b,F15,0.016440600533333266,0.00868102864
DTI,c2b,F150,-0.005351225737999967,0.007905422546666633
DTI,c2b,F151,0.0002359716554666334,0.007612640693333333
DTI,c2b,F152,-0.011299131493333335,0.0088080107
DTI,c2b,F153,0.004046693951999933,0.007846358539999999
DTI,c2b,F154,-0.0004461390493333667,0.0075980793533333
DTI,c2b,F155,0.006912422626666667,0.007720369259999999
DTI,c2b,F156,-0.015956023866666665,0.008360461746666667
DTI,c2b,F157,-0.0023666789193333335,0.00782455462
DTI,c2b,F158,-0.007490791813333334,0.007872523606666633
DTI,c2b,F159,-0.0046549100813333,0.008538435413333333
DTI,c2b,F16,0.008769212318666666,0.007980150166666667
DTI,c2b,F160,0.005603540679999967,0.007700879153333333
DTI,c2b,F161,-0.0016936582830666001,0.007987551273333332
DTI,c2b,F162,0.003200808639999966,0.007670656526666633
DTI,c2b,F163,-0.006685938909999999,0.00793239464
DTI,c2b,F164,0.007857331185333266,0.008107489073333333
DTI,c2b,F165,0.011017028549333334,0.008755435686666667
DTI,c2b,F166,-0.007109204600266633,0.007978729073333335
DTI,c2b,F167,0.006392102023999966,0.007834994706666633
DTI,c2b,F168,-0.01384915632,0.007922606133333334
DTI,c2b,F169,0.008716347501999967,0.0075894500933333
DTI,c2b,F17,0.017396372833333333,0.008590376959999967
DTI,c2b,F18,0.0068610273633333335,0.007607954019999933
DTI,c2b,F19,-0.0032661312533333333,0.0078028163
DTI,c2b,F2,-0.0023043865132333333,0.007659357693333299
DTI,c2b,F20,0.009666881346666668,0.007962529493333299
DTI,c2b,F21,-0.004700554855,0.0075647307266666665
DTI,c2b,F22,0.020327918199999934,0.009065691733333334
DTI,c2b,F23,0.006039969773333299,0.007883462246666667
DTI,c2b,F24,0.0006868146147333666,0.007858323146666667
DTI,c2b,F25,0.0007048568066666335,0.007564305886666667
DTI,c2b,F26,-0.015010355386666665,0.008622923466666634
DTI,c2b,F27,-0.012765785293333333,0.008404164159999967
DTI,c2b,F28,-0.009047621833333333,0.007944997773333334
DTI,c2b,F29,-0.008067133096533301,0.008569545466666599
DTI,c2b,F3,-0.013508050106666667,0.008071484673333301
DTI,c2b,F30,0.004488355099999967,0.0080071170133333
DTI,c2b,F31,0.00940776014,0.007757055079999966
DTI,c2b,F32,0.008718029259999966,0.007765162426666634
DTI,c2b,F33,-0.0078211353944333,0.007851765299999966
DTI,c2b,F34,-0.007177670466666633,0.00817082616
DTI,c2b,F35,0.0006702079213332999,0.0075662924599999995
DTI,c2b,F36,0.014297620706666667,0.007897761079999966
DTI,c2b,F37,0.012866860119999999,0.008585366393333333
DTI,c2b,F38,0.0010539734046666666,0.0080674779133333
DTI,c2b,F39,0.0099067046333333,0.0081737222133333
DTI,c2b,F4,-0.018494911106666668,0.00907838446
DTI,c2b,F40,-0.0032519453246666,0.0075190361
DTI,c2b,F41,0.0007633284706666665,0.007545494046666667
