outer_fold,hyperparameters,best_epoch,train_r2,train_corr,test_r2,test_corr,val_r2_mean,val_r2_std,val_corr_mean,val_corr_std
3,2e-05,63,0.05314350128173828,0.2513536930076513,0.014589965343475342,0.12494713254630602,0.00835033655166626,0.005028543316730212,0.09701188694240734,0.0293699899652306
