outer_fold,hyperparameters,best_epoch,train_r2,train_corr,test_r2,test_corr,val_r2_mean,val_r2_std,val_corr_mean,val_corr_std
1,1.2e-05,144,0.0829758048057556,0.3082380297356218,0.0285283327102661,0.1702798319022163,0.0098199605941772,0.0117690341767838,0.0962823730770056,0.0455317205090516
2,1.2e-05,166,0.0625675916671752,0.2746067472416389,0.0154539942741394,0.1265086832529947,0.012912631034851,0.007386497397271,0.1111479431525265,0.0366862548241407
3,2e-05,63,0.0531435012817382,0.2513536930076513,0.0145899653434753,0.124947132546306,0.0083503365516662,0.0050285433167302,0.0970118869424073,0.0293699899652306
4,1.4e-05,56,0.0361055731773376,0.2171638145522988,0.0095708966255187,0.09871469687579,0.0114473104476928,0.0050546032467572,0.1147269967443464,0.0244527263864194
5,1.4e-05,39,0.0269421935081481,0.1818039991415152,0.0035871267318725,0.06957319194555,0.0084863662719726,0.007015971060981,0.0979753194685569,0.0359205633928409
