outer_fold,hyperparameters,best_epoch,train_r2,train_corr,test_r2,test_corr,val_r2_mean,val_r2_std,val_corr_mean,val_corr_std
5,1.4e-05,90,0.02605462074279785,0.17595036261221217,0.004835724830627441,0.07724687048419021,0.01087193489074707,0.00677983806399693,0.11105015400022192,0.028249561053058085
