mean_train_r2,std_train_r2,mean_train_corr,std_train_corr,mean_val_r2,std_val_r2,mean_val_corr,std_val_corr,mean_final_train_r2,std_final_train_r2,mean_final_train_corr,std_final_train_corr,mean_test_r2,std_test_r2,mean_test_corr,std_test_corr
0.021980340832931565,0.005138465197494421,0.501140613971672,0.003956721215869934,-0.1147517369790243,0.019159503076060184,0.11364124835634726,0.018239303052770234,0.023936184930602383,0.005926760070473216,0.49388273903562124,0.004925210600687638,-0.12233340260194277,0.0025277374557220733,0.07745119576930547,0.01622004178274817
