mean_train_r2,std_train_r2,mean_train_corr,std_train_corr,mean_val_r2,std_val_r2,mean_val_corr,std_val_corr,mean_final_train_r2,std_final_train_r2,mean_final_train_corr,std_final_train_corr,mean_test_r2,std_test_r2,mean_test_corr,std_test_corr
0.11609012676230131,0.006290214713056173,0.3749239060475277,0.00788757240912078,0.04679472910143696,0.01956945941393615,0.2320392949481919,0.039975644945932205,0.11597064416000973,0.00265293598092018,0.37237855209890053,0.004035050942128362,0.06122462225445328,0.007712903330365586,0.25926211145328487,0.018118221902447215
