Feature,Importance
T9,0.001461159413180546
P126,0.0014510202875611666
F61,0.0013725965097249216
P33,0.0013560776540258335
P65,0.0012437894303959363
F122,0.0012049600083178236
F114,0.001136169842904744
P104,0.001092334038679299
F26,0.001041287069195107
P95,0.0009297825697405892
T2,0.0008266119428145035
P120,0.0008090029117583164
P6,0.0007742915143901907
F136,0.0007590087790801059
F3,0.0007472323741073428
P100,0.000713344971722063
F144,0.0006958149075219078
P23,0.0006734161354350565
C14,0.0006470399168938323
F22,0.0006430504616752319
F115,0.00061839193645985
F109,0.0006105984604805714
F134,0.0005792745661572285
P78,0.0005757271879156978
F100,0.000552748480372367
F148,0.0005488617432234388
P27,0.0005380197594513136
P91,0.0005321927111697544
F156,0.0005217241875172584
P70,0.0005161461456708371
F108,0.0005155600378217384
P92,0.00047720965996920215
P18,0.000469041110884838
P57,0.00046308015120668513
F86,0.0004501123254899708
F4,0.00044959706727103476
P55,0.0004447219741627206
P25,0.00043737922343165534
F128,0.00043201516304254285
P59,0.0004261230732289789
C4,0.00042572745309101825
F95,0.00042374933927920023
F40,0.00042331021058150675
F143,0.00041299272139792007
P114,0.00041101980717492823
P113,0.0003939425738534785
F165,0.00038152500985988436
P17,0.00037722414566625505
P87,0.0003652501030742661
F152,0.000356721435241325
F85,0.00034906959262972494
F168,0.00032454852581556006
P81,0.00031520921072780705
F92,0.00030560713116547513
F104,0.0003046445125806319
F15,0.00030165240670685376
C30,0.00028050206097454124
P84,0.00028045869918966735
F94,0.0002650230559871236
F7,0.0002649939259762535
F50,0.0002646870417722491
F103,0.0002640958391062043
P75,0.00025954747069663054
P106,0.00025847687303939273
T1,0.000258199997173425
P32,0.0002561598213192351
F124,0.0002541370344681049
F62,0.0002452708886551358
P20,0.00024323782292283712
F129,0.00024320098908783283
F34,0.0002330898775885437
P124,0.00023185780166310455
P121,0.00022798501127547778
P125,0.0002247316425683321
F10,0.00022328639920932147
P74,0.00022116069813731264
F27,0.0002203480586120188
P31,0.00021874349861361608
P79,0.00021517673450985875
F74,0.00021175499047507707
F89,0.00020823521893833518
F13,0.00020447622569215175
C10,0.00020376042727894285
F107,0.0002033662281209825
F126,0.0001991319143308301
F88,0.00019795389537919928
C9,0.00019619882427872603
F147,0.00019472064031986758
F57,0.00019099263944868383
P42,0.00018904672014175006
C19,0.0001860507594896088
P4,0.00018519678289887764
F41,0.00018295716041136779
F42,0.0001773920165666576
F87,0.0001686438692805936
P5,0.00016799062380843389
F12,0.00016688016069561496
P51,0.0001653466147131022
P112,0.00016281058677889427
F158,0.00015983527566918455
F80,0.00015531703728046686
F101,0.00015392351644052393
F16,0.00015265018739640812
P15,0.0001486061457613319
F145,0.00014381529849167852
C27,0.0001413005288485314
F11,0.00014058568055363985
F96,0.00013970857742997555
P127,0.0001381310121348456
F2,0.00013671845986424903
F58,0.00013341062460201503
P2,0.00013179664307072514
F69,0.0001308282327658894
P103,0.00012505657049399765
P29,0.00012485190734126128
F21,0.0001232684406297091
F65,0.00012310797346408718
