mean_train_r2,std_train_r2,mean_train_corr,std_train_corr,mean_val_r2,std_val_r2,mean_val_corr,std_val_corr,mean_final_train_r2,std_final_train_r2,mean_final_train_corr,std_final_train_corr,mean_test_r2,std_test_r2,mean_test_corr,std_test_corr
0.0017005280821413837,0.007537929600833736,0.4557841064812272,0.00679772242391794,-0.11551536598107312,0.021029538580206043,0.09479838152268401,0.013173664355104827,-0.0022766805375663926,0.001588239489598516,0.4477521378137233,0.006713779060789314,-0.12672178589702168,0.007167357004693764,0.05523847906216794,0.023399119004776446
