mean_train_r2,std_train_r2,mean_train_corr,std_train_corr,mean_val_r2,std_val_r2,mean_val_corr,std_val_corr,mean_final_train_r2,std_final_train_r2,mean_final_train_corr,std_final_train_corr,mean_test_r2,std_test_r2,mean_test_corr,std_test_corr
0.14260260148722895,0.005592073216686445,0.6893067110708572,0.004267984796646803,-0.10233219520205443,0.019716531019358094,0.12234954969849103,0.01987973902843744,0.12753745895624327,0.007780977558374193,0.6692068297864943,0.011897946530321512,-0.11377747956143873,0.0034088427629586143,0.09664376655592384,0.01065028818847578
