mean_train_r2,std_train_r2,mean_train_corr,std_train_corr,mean_val_r2,std_val_r2,mean_val_corr,std_val_corr,mean_final_train_r2,std_final_train_r2,mean_final_train_corr,std_final_train_corr,mean_test_r2,std_test_r2,mean_test_corr,std_test_corr
0.14563264362661005,0.0018607787255774807,0.5385540460214074,0.007877824959402579,0.02778303685049379,0.006313284194516751,0.1760330880911362,0.019187060380494794,0.14278650484255392,0.0005494649550631437,0.5192990634343193,0.008308836307228413,0.03385769105097436,0.007341041543593457,0.1908392896865239,0.025026244947129406
