Feature,Importance
R1,0.0029089179533398958
F158,0.0026176371644889064
F107,0.0025136383462081467
P65,0.0022391914121640656
F56,0.001961417588929182
F136,0.0015514706263353383
P20,0.0014677061865132845
F147,0.0013372579335036994
F125,0.001227652456357875
P92,0.0012000827699154338
T3,0.0011763743703890217
F4,0.001150661382472662
F123,0.0011344517449821678
F150,0.0011258999228012767
P6,0.0010680456468868727
F108,0.0009726583757127205
T9,0.0009687559567938875
F41,0.0009627540768660569
F132,0.0009372367017937755
F48,0.0008706855135397484
F31,0.0008652451479820966
P101,0.0008618646027303889
F110,0.0008582643012529312
F66,0.0007848696123136766
T6,0.0007830897772671763
F139,0.0007752897193578301
F111,0.0007720191663435072
P123,0.0007325928678491467
F84,0.0007281799900624719
F23,0.0007046922983870551
F155,0.0007044651052857898
P88,0.0006954545665651235
P102,0.0006950038125272062
P113,0.0006893899684627281
F37,0.0006855148277389977
F38,0.0006645564579061513
P105,0.0006546132115230252
P21,0.0006476476352248684
F50,0.0006121894804650418
F22,0.0005925891966879427
F109,0.0005807172694398232
P124,0.0005787773595775203
F127,0.0005755185534446428
F70,0.000556235562327112
F59,0.0005537276664448143
P43,0.0005411739330562382
P47,0.0005214566533094045
F21,0.0005185812110446219
F128,0.0004999772321183871
P4,0.0004932357629744199
F27,0.0004746176188864526
P120,0.0004738108239433769
F116,0.0004716057549440489
F87,0.00044645029195535815
T11,0.00044358823598424915
F98,0.0004392206745649441
P14,0.00043500331142727334
F142,0.0004332849893643687
F51,0.0004278811974766761
F47,0.0004204905152562333
F17,0.00041600187999450976
P8,0.0004107737121470167
P75,0.0004069033360675434
F137,0.00040282097929249526
P95,0.0003979332286544457
P110,0.00039321724712935156
F149,0.0003902508826807871
F28,0.0003859750020929198
P2,0.0003784318717858781
P59,0.00037818413345678257
P27,0.0003722956103133335
F156,0.0003380861339283614
F1,0.0003364353444347268
P62,0.00033517682297692366
F126,0.0003327172503694298
P69,0.0003309467939769828
F42,0.00031908790836010503
F141,0.0003154206552777872
F64,0.0003070809327546664
F39,0.0003063260088438824
T7,0.0003039106808335523
P46,0.00030266905970051107
F120,0.0002948760926113181
P115,0.00029367607461285863
T1,0.00028411352575696824
F130,0.0002840212449268575
F112,0.0002779639488766472
P67,0.00026345147754480713
P32,0.000262885443359373
T4,0.0002606414000955404
F60,0.0002575870626228216
F6,0.0002531806334824527
F25,0.00023541631672585606
F24,0.00023442798564099476
P7,0.00022996320579378172
P81,0.0002296293572454644
F5,0.0002294145393656466
P117,0.00022631556486687465
P44,0.0002197347826881746
P37,0.0002180962651429752
P78,0.0002153975286370624
P98,0.0002111910926712257
F81,0.00020814562291009419
F29,0.00020601292938833283
F154,0.00020438868977232794
P93,0.00019930056919068573
P42,0.0001899680950334659
F161,0.00018682197672859058
F159,0.00018449574433827555
P100,0.00018149369462772125
P112,0.00017998090455331183
F86,0.00017913193145617788
P55,0.00017275716954365806
F124,0.00017123767853035598
F143,0.00017063032001871648
F163,0.00016221645600107416
P103,0.0001613263848459834
P77,0.000160252078936729
P73,0.00016019705270926555
P111,0.0001553568943049255
P84,0.00015253510412729376
F32,0.00014043012495477126
F160,0.00014002218263875488
F93,0.00013866873139483092
F16,0.00013513355822789564
P11,0.00013334603917145583
F151,0.00013152355930705627
F75,0.0001258796098174475
T12,0.00011645702012013093
P71,0.00011451041238561555
P63,0.00011290121474696324
P121,0.00011005339608018971
P56,0.00010972624522047614
F7,0.00010823729031392837
F63,0.00010272990015762762
P86,9.623547212362915e-05
F114,9.367153504176162e-05
T5,8.949609306525552e-05
F77,8.906418590595155e-05
F148,8.661636548252804e-05
P38,8.604627671335852e-05
P68,8.529776250598697e-05
F91,8.479803360641469e-05
