mean_train_r2,std_train_r2,mean_train_corr,std_train_corr,mean_val_r2,std_val_r2,mean_val_corr,std_val_corr,mean_final_train_r2,std_final_train_r2,mean_final_train_corr,std_final_train_corr,mean_test_r2,std_test_r2,mean_test_corr,std_test_corr
0.14701395401611958,0.004770623678566095,0.6906919320695319,0.004122534006446063,-0.10076332566647302,0.016969456652011054,0.12374550550140133,0.020383317038633487,0.1300984907341859,0.009095047417219145,0.6686283929515824,0.012703348644285415,-0.11431314389054885,0.0023818257097221996,0.0942826943558633,0.008652175028889873
