mean_train_r2,std_train_r2,mean_train_corr,std_train_corr,mean_val_r2,std_val_r2,mean_val_corr,std_val_corr,mean_final_train_r2,std_final_train_r2,mean_final_train_corr,std_final_train_corr,mean_test_r2,std_test_r2,mean_test_corr,std_test_corr
-0.043770634800453886,0.004499261389118755,0.3265038490439095,0.007047887028767356,-0.11277202206981363,0.022000155432274134,0.08518331645195007,0.029748775435208187,-0.04622514019973319,0.00033487023327211096,0.316379350626572,0.0013133131158121801,-0.115539706714142,0.0018825682805853428,0.08295061363498028,0.0061671952121207215
