Feature,Importance
T9,0.0017826261850304448
P27,0.0015935497071026372
F141,0.0013282100516000428
P92,0.0011673826115406126
R1,0.0011416691024473068
F111,0.0010894763816529762
F136,0.0010447127843276505
F109,0.001030773531913587
P33,0.0010079058315978662
F32,0.0009980943025011957
F143,0.0009766498022327763
P75,0.000961382946122713
F61,0.0009321841278888022
F65,0.0009063555184807282
P104,0.0008921954667708842
P120,0.0008900205494589031
F57,0.0008854811657136974
P23,0.0008700633627011012
F148,0.0008459454519816001
P49,0.0008344987644913759
F22,0.0008072013214624807
P128,0.0007992408692127917
P91,0.00076355540439077
F86,0.000763531795466954
F167,0.0007629919819299724
C21,0.0007483356342186775
F165,0.000733145886407316
F13,0.000731932473496566
F74,0.0007298928607714084
F76,0.0007102677128783208
F140,0.0007019122420138579
F52,0.0006803396855044497
P13,0.0006741589655855585
F79,0.0006468604142584322
P57,0.000635949771694988
C14,0.0006203598467656058
F139,0.0006068915323926838
F60,0.0006007524847591039
F45,0.0005823268226876399
P74,0.0005768056034345826
C27,0.0005564379436710399
F157,0.0005320655700786325
P70,0.0005288636694080751
T12,0.0005192540667902978
T6,0.0005187898885392394
P97,0.0005148867128832002
F31,0.0005135957525627787
P28,0.0005100437819602454
F36,0.0005046157651942718
F117,0.0005042798734912867
F83,0.0004963263440604271
F20,0.0004952931275874484
F162,0.0004911446312816148
P108,0.0004783851703503039
P117,0.0004782021480339349
P24,0.0004775661632919315
F102,0.0004684843033712749
F50,0.00046779394038269916
P103,0.00045463407624313223
F107,0.00045461096802348335
F26,0.00045135837283418747
F152,0.00044411147003196037
F35,0.00043788658169583437
P121,0.0004347470894118688
P126,0.0004344681975003706
P115,0.0004340302523778705
F48,0.00042893641007879513
P64,0.0004272358013612587
P106,0.0004227762117929634
F23,0.0004189404783354611
P52,0.00041348405919210406
P110,0.0004124221042404619
F122,0.00040586355598188907
P78,0.00039723565299827347
C4,0.00039126476395017206
P114,0.0003892222810552459
F108,0.0003819470951575976
F156,0.00037557060079820295
C24,0.0003711375085948765
P84,0.00037036979831228667
P56,0.0003652873993124972
P79,0.00036057576100794185
P89,0.0003579827870731522
P99,0.00035452011138674687
F39,0.00035216320297166704
F149,0.0003478091424188756
F56,0.00034710867407392596
P31,0.00034158789445131176
P113,0.0003387751701102726
F89,0.00033300610122362074
F144,0.00032231035836354226
F24,0.000321378557514107
C10,0.0003207543526836387
P85,0.0003207485446006242
P100,0.00032009056362305446
P36,0.0003183239719307451
C3,0.00031749085226555617
P19,0.0003138969005517911
P15,0.0003136139591364717
C12,0.00030994351181778956
F4,0.0003058123864958295
P30,0.00029471099904474494
P6,0.00028850629314756124
F155,0.0002865686176292348
F44,0.000285040063092179
F114,0.0002811131690878321
C2,0.00027693265071755403
F166,0.0002752548682877887
C28,0.00027398747174980367
C25,0.00027292257951521125
F46,0.0002719379957147439
C9,0.0002706849504618081
F55,0.00026232420837819516
F113,0.0002623139728706647
F80,0.0002592779536893852
P44,0.0002557644033783557
P40,0.00025323830791275094
F9,0.0002529628029186881
P68,0.0002527580205598623
C30,0.00025001758475498017
F1,0.0002491892446218946
F27,0.0002489015477168399
F134,0.0002462342823704944
P124,0.0002444071022564609
F153,0.0002397782122711689
F6,0.00023955301542422092
T5,0.00023885925064124348
F67,0.0002385172644521427
F68,0.00023110514540802818
F73,0.00022953681454307429
P122,0.00022800416255832622
F105,0.00022659893243377472
F78,0.00022616569480218284
P9,0.00022598156019586478
F151,0.00022485766544741992
F84,0.00022434892159961528
C5,0.00022432768254685432
F169,0.00022169499300142003
F15,0.0002213948411644795
P38,0.00021940814660017515
T7,0.00021742984110646458
P3,0.00021661101818317707
F154,0.00021639712803904753
C29,0.0002162227180052545
F121,0.00021471490443265574
F98,0.00021362615923403716
P61,0.0002120880037959516
F18,0.00021196692975347097
C20,0.00021189953265832173
F75,0.00020964564581062994
F94,0.000208799237043511
F101,0.000206024197910315
P14,0.00020466681872506333
F25,0.0002022527563739107
F16,0.00019905307678331764
F145,0.00019729335590854547
F17,0.00019708300999301542
F29,0.00019384642396240713
P50,0.00018953426121270933
T8,0.00018863431317674983
P32,0.00018721170703044353
P10,0.00018652232460369955
P76,0.0001832248274855175
F3,0.0001813551746886022
F82,0.00017567846481461035
T1,0.00017473128258684855
F159,0.00017199081282193163
P111,0.00016957845571350383
F130,0.00016573384572446948
F124,0.00016367462246071884
C13,0.00015899628421256473
P11,0.0001571614898681295
P65,0.00015683276172409055
F62,0.0001559658127003205
F103,0.00015565640835728533
F131,0.00015196414533411585
P2,0.00015126681236186102
C11,0.00015074766924867423
F116,0.0001455618928325242
F77,0.00014414655793597574
F118,0.0001428866358793579
F104,0.00014282054900796037
P25,0.00014228071487594197
F126,0.00014131792895450969
F106,0.00013875945024235392
P47,0.00013842033095863294
P55,0.00013825250144638979
P34,0.0001367049129421982
P12,0.00013387206652968331
F41,0.00013030162845797388
F119,0.00012927642312570152
F93,0.00012878391276767155
F33,0.00012609397380032307
C31,0.00011763301333334031
F72,0.00011700957783951082
F28,0.00011016997406727569
P67,0.00010637543421179174
P82,0.00010618409425193765
F160,0.00010568714995460305
P45,0.00010567183823162463
T2,0.00010498476604625662
F59,0.00010005072294652084
C8,9.716749869452812e-05
F8,9.70697929089992e-05
F164,9.635237493612613e-05
F63,9.624389858149396e-05
F150,9.593217838992363e-05
