mean_train_r2,std_train_r2,mean_train_corr,std_train_corr,mean_val_r2,std_val_r2,mean_val_corr,std_val_corr,mean_final_train_r2,std_final_train_r2,mean_final_train_corr,std_final_train_corr,mean_test_r2,std_test_r2,mean_test_corr,std_test_corr
0.12234074667860084,0.004204527881861916,0.4436272043986939,0.004455582158881839,0.04495699685440315,0.009019649322874492,0.22507618483518393,0.027623796055906355,0.12265022111842816,0.0017010767662561622,0.4374550826623666,0.00177180994907135,0.05447091206724963,0.00782822217648061,0.24925613513177558,0.02415084411303702
