mean_train_r2,std_train_r2,mean_train_corr,std_train_corr,mean_val_r2,std_val_r2,mean_val_corr,std_val_corr,mean_final_train_r2,std_final_train_r2,mean_final_train_corr,std_final_train_corr,mean_test_r2,std_test_r2,mean_test_corr,std_test_corr
0.14967352632410996,0.0035533327394673066,0.4913457653003002,0.0067966790254559315,0.0393473926595276,0.006475408963823619,0.215171302130782794800770546658938,0.,0.15065296082582771,0.004194476342117727,0.4861015780914874,0.003809536121213236,0.04221678278181543,0.005091278192296442,0.21907486087097675,0.01508162398328714
