Data Type,Subset Type,Target,Outer Fold,Feature,Mean Gradient,Std Gradient
SMRI,FTPC,c2b,3,F1,-0.010062568,0.007853073
SMRI,FTPC,c2b,3,F2,-0.0045121787,0.013279095
SMRI,FTPC,c2b,3,F3,0.007532099,0.0072654514
SMRI,FTPC,c2b,3,F4,0.033050295,0.0099039655
SMRI,FTPC,c2b,3,F5,0.008047277,0.007834173
SMRI,FTPC,c2b,3,F6,0.011416244,0.009669984
SMRI,FTPC,c2b,3,F7,0.009205901,0.008728081
SMRI,FTPC,c2b,3,F8,0.008796841,0.007443864
SMRI,FTPC,c2b,3,F9,-0.009354876,0.007505784
SMRI,FTPC,c2b,3,F10,-0.0043410216,0.008940224
SMRI,FTPC,c2b,3,F11,-0.0012590266,0.008273644
SMRI,FTPC,c2b,3,F12,-0.012259708,0.008649686
SMRI,FTPC,c2b,3,F13,0.0067943255,0.008809273
SMRI,FTPC,c2b,3,F14,-0.0009142535,0.009204255
SMRI,FTPC,c2b,3,F15,-0.020524228,0.008901985
SMRI,FTPC,c2b,3,F16,0.0017215677,0.008704047
SMRI,FTPC,c2b,3,F17,0.0045188246,0.008257747
SMRI,FTPC,c2b,3,F18,-0.0081871925,0.009249566
SMRI,FTPC,c2b,3,F19,0.010451006,0.009788391
SMRI,FTPC,c2b,3,F20,-0.009066417,0.008504839
SMRI,FTPC,c2b,3,F21,-0.00985959,0.008555631
SMRI,FTPC,c2b,3,F22,-0.00042079668,0.007900709
SMRI,FTPC,c2b,3,F23,0.019423146,0.0075122584
SMRI,FTPC,c2b,3,F24,0.0011342727,0.009295601
SMRI,FTPC,c2b,3,F25,0.014933899,0.008237244
SMRI,FTPC,c2b,3,F26,0.00014934382,0.007286752
SMRI,FTPC,c2b,3,F27,0.0077590332,0.0084935175
SMRI,FTPC,c2b,3,F28,-0.0014335957,0.007677901
SMRI,FTPC,c2b,3,F29,-0.008476078,0.0074390788
SMRI,FTPC,c2b,3,F30,-0.010431822,0.009120172
SMRI,FTPC,c2b,3,F31,0.012926174,0.008092153
SMRI,FTPC,c2b,3,F32,-0.004029085,0.008397543
SMRI,FTPC,c2b,3,F33,-0.00023891506,0.007066515
SMRI,FTPC,c2b,3,F34,-0.014049797,0.008090882
SMRI,FTPC,c2b,3,F35,0.0046777213,0.0077719796
SMRI,FTPC,c2b,3,F36,-0.014466673,0.008294554
SMRI,FTPC,c2b,3,F37,0.020525772,0.008540771
SMRI,FTPC,c2b,3,F38,0.0049300385,0.0084556285
SMRI,FTPC,c2b,3,F39,-0.02264206,0.009378632
SMRI,FTPC,c2b,3,F40,0.0071253236,0.008766895
SMRI,FTPC,c2b,3,F41,0.0098438375,0.007344428
SMRI,FTPC,c2b,3,F42,0.0042335717,0.0069931904
SMRI,FTPC,c2b,3,F43,-0.0035925205,0.00809894
SMRI,FTPC,c2b,3,F44,-0.013234452,0.00861679
SMRI,FTPC,c2b,3,F45,0.011741555,0.009533238
SMRI,FTPC,c2b,3,F46,-0.0024207588,0.0072649173
SMRI,FTPC,c2b,3,F47,0.01695087,0.009013161
SMRI,FTPC,c2b,3,F48,0.01513778,0.00908946
SMRI,FTPC,c2b,3,F49,0.005896754,0.008234356
SMRI,FTPC,c2b,3,F50,-0.003798098,0.009198165
SMRI,FTPC,c2b,3,F51,0.017961355,0.008128539
SMRI,FTPC,c2b,3,F52,-0.0027492885,0.008501498
SMRI,FTPC,c2b,3,F53,-1.7975115e-05,0.010062026
SMRI,FTPC,c2b,3,F54,-0.0029540588,0.008606374
SMRI,FTPC,c2b,3,F55,0.011678757,0.00787983
SMRI,FTPC,c2b,3,F56,0.03765693,0.010089266
SMRI,FTPC,c2b,3,F57,-0.011364861,0.0071345572
SMRI,FTPC,c2b,3,F58,-0.009560074,0.0079996465
SMRI,FTPC,c2b,3,F59,0.009492205,0.007952996
SMRI,FTPC,c2b,3,F60,0.0035733902,0.007743851
SMRI,FTPC,c2b,3,F61,0.009242702,0.00792447
SMRI,FTPC,c2b,3,F62,0.008138722,0.007477228
SMRI,FTPC,c2b,3,F63,0.01981655,0.007852271
SMRI,FTPC,c2b,3,F64,-0.0026694285,0.007863955
SMRI,FTPC,c2b,3,F65,-0.004625475,0.008021104
SMRI,FTPC,c2b,3,F66,0.00991077,0.008610943
SMRI,FTPC,c2b,3,F67,-0.011120441,0.007473797
SMRI,FTPC,c2b,3,F68,-0.009238753,0.0075324476
SMRI,FTPC,c2b,3,F69,-0.006916616,0.0077278703
SMRI,FTPC,c2b,3,F70,0.006673911,0.008242577
SMRI,FTPC,c2b,3,F71,-0.0033042976,0.007189905
