outer_fold,hyperparameters,best_epoch,train_r2,train_corr,test_r2,test_corr,val_r2_mean,val_r2_std,val_corr_mean,val_corr_std
4,2e-05,55,0.08381855487823486,0.29103841157727056,0.0525471568107605,0.2300035162026771,0.05405069589614868,0.01098490802320763,0.2330752647605757,0.023281683305870455
