Data Type,Target,Feature,Mean_Gradient,Std_Gradient
DTI,c0b,F45,0.005117413153333333,0.007537652619999933
DTI,c0b,F46,0.007715383258,0.007526220453333301
DTI,c0b,F47,-0.005983619111999967,0.007233341493333333
DTI,c0b,F48,0.007393781763333333,0.007487976693333333
DTI,c0b,F49,-0.011109017951333336,0.008222375253333332
DTI,c0b,F5,-0.0010035831000000334,0.0071633786133333335
DTI,c0b,F50,-0.019338517173999967,0.009285711519999967
DTI,c0b,F51,0.006347745042,0.00753955608
DTI,c0b,F52,0.010705390533333333,0.007690481333333333
DTI,c0b,F53,0.0029409534666665995,0.007958229593333267
DTI,c0b,F54,-0.00361600084,0.0073546121799999324
DTI,c0b,F55,-0.0009737985599999999,0.007443667853333266
DTI,c0b,F56,-0.008333419994666634,0.007525827593333301
DTI,c0b,F57,0.01149051552,0.007721847446666666
DTI,c0b,F58,-0.004361129076000001,0.006946418159999933
DTI,c0b,F59,0.005845157495999967,0.007436798066666667
DTI,c0b,F6,-0.0032072634333333,0.007490086939999967
DTI,c0b,F60,0.005659706773333333,0.00723740862
DTI,c0b,F61,0.01692494729999997,0.008326986673333267
DTI,c0b,F62,-0.014892129086666634,0.008256875013333333
DTI,c0b,F63,0.0013698571673333001,0.00746970966
DTI,c0b,F64,-0.0027580529999999335,0.007091341899999967
DTI,c0b,F65,0.009645606563333332,0.007890159046666666
DTI,c0b,F66,0.0024875637297999665,0.007506395719999966
DTI,c0b,F67,-0.009619516582,0.007686240733333301
DTI,c0b,F68,-0.0035044687933333332,0.00709566504
DTI,c0b,F69,-0.0038923978666666665,0.007234457613333333
DTI,c0b,F7,-0.0006057518986666667,0.0082116483733333
DTI,c0b,F70,-0.00214433098,0.0076600673866666
DTI,c0b,F71,-0.0092831858573333,0.007544612866666667
DTI,c0b,F72,-0.001975456677999967,0.0072667211733333
DTI,c0b,F73,0.002757863673333267,0.007629315846666633
DTI,c0b,F74,0.011422094819999966,0.007635293766666666
DTI,c0b,F75,0.0021722405046666333,0.007641213466666667
DTI,c0b,F76,0.008286907466666568,0.007471298919999966
DTI,c0b,F77,0.0021865014620000333,0.007033548566666666
DTI,c0b,F78,-0.006767489905333333,0.007805135913333333
DTI,c0b,F79,0.0149942687133333,0.007756368006666667
DTI,c0b,F8,-0.0061182903999999995,0.007614005019999999
DTI,c0b,F80,0.007200733399999967,0.007916761219999933
DTI,c0b,F81,0.0029813304400000003,0.0074989847
DTI,c0b,F82,0.004216327511599966,0.0074093038066666665
DTI,c0b,F83,0.008192800117333332,0.007432642299999966
DTI,c0b,F84,0.008091246283333334,0.00783920306
DTI,c0b,F85,-0.013433797939999966,0.0075287148733332665
DTI,c0b,F86,-0.0209880115733333,0.007917468326666633
DTI,c0b,F87,-0.0137584177533333,0.0075839012
DTI,c0b,F88,0.007717039944666634,0.007976544233333332
DTI,c0b,F89,-0.012334523526666667,0.007726364813333267
DTI,c0b,F9,0.0033537261146666334,0.007438533346666667
DTI,c0b,F90,0.004682410546666667,0.0077778385933333334
DTI,c0b,F91,-0.0041631440439999666,0.007216028546666666
DTI,c0b,F92,-0.008710041779999933,0.007384179226666667
DTI,c0b,F93,0.0003521084186666667,0.007267522606666667
DTI,c0b,F94,-0.003280585062666633,0.007345223173333333
DTI,c0b,F95,0.0030906688539999332,0.0074414962599999995
DTI,c0b,F96,0.0009360277,0.007352944173333334
DTI,c0b,F97,-0.0022132868933332998,0.0075108148333333
DTI,c0b,F98,-0.0015632312466666001,0.007508297886666667
DTI,c0b,F99,-0.0073705599533333,0.007361793313333333
DTI,c0b,P1,0.003723697148,0.00701883755999995
DTI,c0b,P10,0.00732494811,0.006473530559999999
DTI,c0b,P100,0.00893549305899995,0.00756432863
DTI,c0b,P101,0.00245417232299995,0.0065974669100000004
DTI,c0b,P102,-0.00134089888,0.00659661133
DTI,c0b,P103,-0.01772714668599995,0.008085771240000001
DTI,c0b,P104,0.011282105439999999,0.00816465082999995
DTI,c0b,P105,0.00082953359,0.00713955446999995
DTI,c0b,P106,0.00834827660999995,0.00674410287
DTI,c0b,P107,-0.00225005279,0.0070982312999999
DTI,c0b,P108,0.00131818943,0.00716397369
DTI,c0b,P109,-0.00252391660095,0.006949203629999999
DTI,c0b,P11,0.00808512035,0.00736698702
DTI,c0b,P110,0.0032739260659999498,0.007341845099999999
DTI,c0b,P111,0.00473105030999995,0.00648031701
DTI,c0b,P112,-0.00754261512,0.0070879144
DTI,c0b,P113,0.00395909094,0.0067174856300000006
DTI,c0b,P114,0.00507766798999995,0.00691347734
DTI,c0b,P115,0.014415368040000001,0.00783670558
DTI,c0b,P116,0.005890899658,0.00718290953
DTI,c0b,P117,0.00406861460759995,0.00702100133999995
DTI,c0b,P118,0.00417538568999995,0.0065879953500000005
DTI,c0b,P119,-0.00510297697,0.00705134117
DTI,c0b,P12,0.00233214733131,0.0072849064800000005
DTI,c0b,P120,0.013489771959999949,0.00765020229
DTI,c0b,P121,0.00639778864999995,0.007062635560000001
DTI,c0b,P122,-0.01247895245,0.0075408339799999495
DTI,c0b,P123,0.0010090763984,0.00685913752
DTI,c0b,P124,-0.003273443481,0.00693211964
DTI,c0b,P125,0.008355851024999951,0.00707621556999995
DTI,c0b,P126,0.01135651065,0.007210244209999951
DTI,c0b,P127,0.0016180381900000001,0.0067414499700000005
DTI,c0b,P128,0.0054594870899999995,0.00714823427
DTI,c0b,P13,0.00312175830979995,0.0070904398
DTI,c0b,P14,-7.637335000000006e-05,0.00684476098
DTI,c0b,P15,0.0002548123981,0.00714789387
DTI,c0b,P16,0.0018069317099999999,0.00702025060999995
DTI,c0b,P17,-0.002822909598,0.00757897139999995
DTI,c0b,P18,0.009521865694,0.00745719560999995
DTI,c0b,P19,0.001512217432,0.00653305278
DTI,c0b,P2,-0.0003396618211,0.00719551126
DTI,c0b,P20,-0.00899635042,0.0069739412
DTI,c0b,P21,-0.013459159765,0.00696991494
DTI,c0b,P22,0.0016840394719999,0.0068919878299999494
DTI,c0b,P23,0.009344693590000001,0.00739455021
DTI,c0b,P24,0.00580906177,0.00734478335
DTI,c0b,P25,-0.0009009247625,0.0068688435699999495
DTI,c0b,P26,0.00266664725399995,0.00706705328999995
DTI,c0b,P27,0.0160590729,0.00803448459999995
DTI,c0b,P28,0.00425018900299995,0.0069369089299999
DTI,c0b,P29,-0.00726518857,0.00712424662
DTI,c0b,P3,-0.0093152850692,0.00728776680999995
DTI,c0b,P30,-0.010833786868,0.007730089629999999
DTI,c0b,P31,0.004608592263,0.006943437199999999
DTI,c0b,P32,-0.0069914637399999995,0.00686799545
DTI,c0b,P33,0.01378650788,0.00708355866999995
DTI,c0b,P34,0.0016478473279998998,0.0068436421599999495
DTI,c0b,P35,0.0008442464460000499,0.0070738991599999
DTI,c0b,P36,0.00847690347899995,0.007218928269999999
DTI,c0b,P37,-0.014840338250000001,0.00709945218999995
DTI,c0b,P38,-0.00532364934199995,0.00695313958
DTI,c0b,P39,-0.00595709324999995,0.00689039783999995
DTI,c0b,P4,0.0029221202399999997,0.00697025262999995
DTI,c0b,P40,0.00352243569,0.007252003619999999
DTI,c0b,P41,0.001158197216,0.00739163824999995
DTI,c0b,P42,-0.00439440045999995,0.007369293299999949
DTI,c0b,P43,-0.0030393478359999502,0.007175458529999949
DTI,c0b,P44,0.0032812309269999998,0.00686450091999995
DTI,c0b,P45,-0.0041663715439999496,0.00704929014
DTI,c0b,P46,-0.00528151,0.007178986559999949
DTI,c0b,P47,-0.00833329213999995,0.00689408502999995
DTI,c0b,P48,-0.0020400433019999997,0.00686685903
DTI,c0b,P49,-0.00043216628099999996,0.00649519782
DTI,c0b,P5,-0.00578638913,0.00704069338
DTI,c0b,P50,-0.0033519346,0.00654509423999995
DTI,c0b,P51,-0.00918747603,0.00731497987
DTI,c0b,P52,0.00461357033,0.00709944541999995
DTI,c0b,P53,0.0029876519299999998,0.00723453724999995
DTI,c0b,P54,-0.00610466321,0.00731716463999995
DTI,c0b,P55,-0.00405171714,0.00656649653999995
DTI,c0b,P56,0.005229857936999999,0.00674586104999995
DTI,c0b,P57,0.012376490309,0.0069835686499999505
DTI,c0b,P58,2.0804618999999972e-05,0.00687802958999995
DTI,c0b,P59,0.006018605404,0.007753126169999999
DTI,c0b,P6,0.01721390102999995,0.0075670311
DTI,c0b,P60,-0.003207391772,0.007032269029999949
DTI,c0b,P61,-0.01111012824,0.00715674512
DTI,c0b,P62,0.00039124950700000007,0.00711078634999995
DTI,c0b,P63,0.00035312029,0.00667856686
DTI,c0b,P64,-0.000470278669,0.00703066825
DTI,c0b,P65,0.01250763487,0.00756911157
DTI,c0b,P66,0.002198278682,0.0072993946899999
DTI,c0b,P67,0.00313599427,0.00706803143
DTI,c0b,P68,0.007241970615999949,0.00740484859
DTI,c0b,P69,-0.000557810117,0.00666692833
DTI,c0b,P7,0.00072139049300005,0.0067644973599999495
DTI,c0b,P70,0.007353628337,0.00685839661999995
DTI,c0b,P71,-0.00503461972999995,0.007164826040000001
DTI,c0b,P72,0.0048278034126999995,0.00728142345999995
DTI,c0b,P73,-0.009579086229999999,0.00701639448999995
DTI,c0b,P74,0.01061731878,0.00667711716
DTI,c0b,P75,0.01454923324,0.006998461629999999
DTI,c0b,P76,0.0015238186559999997,0.007061483489999999
DTI,c0b,P77,-0.0045518404209999,0.0069984485499999995
DTI,c0b,P78,0.01423392682999995,0.00745111534
DTI,c0b,P79,0.007951937454,0.0073649803899999994
DTI,c0b,P8,0.0032974254793498997,0.00688436624999995
DTI,c0b,P80,0.00236153207,0.00703844386999995
DTI,c0b,P81,0.0015450752899999502,0.0068679017
DTI,c0b,P82,-0.0064387199749999496,0.00727621069999995
DTI,c0b,P83,0.00586217646,0.00772498911999995
DTI,c0b,P84,0.011882918820000001,0.0070790724699999995
DTI,c0b,P85,0.00866736506,0.0068827255099999495
DTI,c0b,P86,-0.0061253569299999505,0.00719987155
DTI,c0b,P87,0.0076111878671999995,0.00733847153
DTI,c0b,P88,-0.002024002263,0.00714793364999995
DTI,c0b,P89,0.0082446657,0.00689145739999995
DTI,c0b,P9,-0.00265464462,0.0067942044900000005
DTI,c0b,P90,0.007936315079999999,0.0069849311799999
DTI,c0b,P91,0.01574406063,0.0076292962700000005
DTI,c0b,P92,0.014895949930000001,0.00779247978
DTI,c0b,P93,0.00229432743999995,0.0068753797799999995
DTI,c0b,P94,0.0010275043259999998,0.00646128949
DTI,c0b,P95,0.005072567294,0.00694746224999995
DTI,c0b,P96,-0.00115087703000005,0.00661836009
DTI,c0b,P97,0.00916041982,0.00707977954999995
DTI,c0b,P98,-0.001865440537,0.0072494147999999994
DTI,c0b,P99,-0.0018788642359999497,0.00700177184999995
DTI,c0b,R1,0.013991031973333333,0.0080361395666666
DTI,c0b,T1,0.002474510753333267,0.007672995126666666
DTI,c0b,T10,0.006318030586,0.007043533786666667
DTI,c0b,T11,-0.004172445164666667,0.007428159020000001
DTI,c0b,T12,0.005186483653333333,0.007068669533333333
DTI,c0b,T2,0.0005110157366666999,0.007634010333333333
DTI,c0b,T3,-0.0018741342206666665,0.007515535759999967
DTI,c0b,T4,0.0006762404513333667,0.007534391679999967
DTI,c0b,T5,0.00034054823899999984,0.0071672103999999995
DTI,c0b,T6,0.006543924553999999,0.008563308646666667
DTI,c0b,T7,0.002174818132000033,0.007663172560000001
DTI,c0b,T8,0.0096885766666666,0.007898708786666667
DTI,c0b,T9,0.025502039599999998,0.008630299153333333
