Data Type,Target,Feature,Mean_Gradient,Std_Gradient
DTI,c0b,C1,0.00334475503,0.0075365881
DTI,c0b,C10,-0.007313340010000001,0.00779667154
DTI,c0b,C11,0.00783987108,0.00786525214999995
DTI,c0b,C12,0.005403784832,0.0075176006
DTI,c0b,C13,-0.0052611036405999494,0.00796779638
DTI,c0b,C14,-0.0117739901199999,0.008656710969999998
DTI,c0b,C15,-0.005465714959999949,0.007649080399999951
DTI,c0b,C16,-0.00272456843,0.007629110249999949
DTI,c0b,C17,-0.0026669291760000003,0.00769806338
DTI,c0b,C18,-0.0074311455199999495,0.0075720113499999995
DTI,c0b,C19,-0.00074522366,0.0076795241299999996
DTI,c0b,C2,0.0029034226100000003,0.00783614694
DTI,c0b,C20,-0.00032054315999995,0.00783284261
DTI,c0b,C21,0.00873485042999995,0.00806633931
DTI,c0b,C22,0.00122639244,0.00761875825
DTI,c0b,C23,0.00463734384999995,0.00794585442
DTI,c0b,C24,0.00693920792499995,0.00790314691
DTI,c0b,C25,0.00976715814999995,0.00801973817
DTI,c0b,C26,-0.00697556387,0.00791626062
DTI,c0b,C27,0.01362166713,0.00783658852
DTI,c0b,C28,0.00937612409737,0.00797963195999995
DTI,c0b,C29,0.0056615490299999,0.007890462249999999
DTI,c0b,C3,-0.00564418413729995,0.0074793975
DTI,c0b,C30,-0.00923742629,0.00800966943
DTI,c0b,C31,-0.0037630191900000004,0.00798417759
DTI,c0b,C4,0.0047547657065,0.00795583608
DTI,c0b,C5,0.003516882103,0.007483906449999949
DTI,c0b,C6,0.00161736197199995,0.008266539239999999
DTI,c0b,C7,2.5430466999949893e-05,0.00719053967
DTI,c0b,C8,-0.0006132801950000501,0.00757027484
DTI,c0b,C9,-0.008965946597,0.00764752392
DTI,c0b,F1,-0.0033394306989999664,0.007465615746666667
DTI,c0b,F10,-0.0036769272933333333,0.007433211499999967
DTI,c0b,F100,-0.00033382919999996657,0.0072627216
DTI,c0b,F101,-0.0023405136386666667,0.007697620233333334
DTI,c0b,F102,0.005497394123999967,0.007246738253333267
DTI,c0b,F103,0.009465235286666667,0.008066156020000001
DTI,c0b,F104,0.0032666989153332993,0.007646896786666667
DTI,c0b,F105,-0.000724740238,0.007546499513333333
DTI,c0b,F106,-0.0038697540866666665,0.007569194146666632
DTI,c0b,F107,-0.011777862113333334,0.008552885540000001
DTI,c0b,F108,0.009213539106666667,0.007485668586666601
DTI,c0b,F109,0.01335401864,0.007571016046666666
DTI,c0b,F11,-0.0036407666773333666,0.007076169679999934
DTI,c0b,F110,-0.0032932903866666335,0.007111300720000001
DTI,c0b,F111,0.015335943419999998,0.008401823846666634
DTI,c0b,F112,-0.012906765429999934,0.00759676926
DTI,c0b,F113,0.0009657983819999332,0.006877649599999967
DTI,c0b,F114,-0.012076654013333299,0.007581880293333267
DTI,c0b,F115,-0.004443991884666667,0.0071845695333333
DTI,c0b,F116,0.0017264737866666668,0.007695081399999967
DTI,c0b,F117,0.005006343306666634,0.0074220419799999994
DTI,c0b,F118,0.0018493250910666,0.007969506013333334
DTI,c0b,F119,0.00034830698999999994,0.0074454218133333
DTI,c0b,F12,0.00010359181200000032,0.007524530213333334
DTI,c0b,F120,0.0019268330986666998,0.0077849296799999
DTI,c0b,F121,0.007997368373333267,0.007549532066666633
DTI,c0b,F122,-0.011530353359999967,0.007632682733333333
DTI,c0b,F123,0.005095197877333333,0.007375312699999966
DTI,c0b,F124,0.001382203262,0.007652370586666666
DTI,c0b,F125,0.0044004328666666665,0.007355988766666634
DTI,c0b,F126,-0.0046929797093333,0.0073525899199999994
DTI,c0b,F127,-0.0010114453513333,0.007485917673333267
DTI,c0b,F128,-0.002723618298,0.007206827439999966
DTI,c0b,F129,0.0051672312257333335,0.007814188599999966
DTI,c0b,F13,0.008325341039999967,0.007631198519999933
DTI,c0b,F130,0.0019317622406666332,0.00755464696
DTI,c0b,F131,0.008594259384,0.0073603322533333
DTI,c0b,F132,0.003757564737999967,0.007040776646666667
DTI,c0b,F133,0.0030382708199999664,0.007680202079999966
DTI,c0b,F134,-0.013889065819999968,0.0076218597599999995
DTI,c0b,F135,-0.0016179236420000333,0.007332508366666633
DTI,c0b,F136,0.014304622266666666,0.008029044366666634
DTI,c0b,F137,-0.006606535283333333,0.008122328659999968
DTI,c0b,F138,-0.003923888173333333,0.007742806146666666
DTI,c0b,F139,0.010013736366666633,0.0078881816
DTI,c0b,F14,0.0018154004799999998,0.0075228651133333
DTI,c0b,F140,0.00274000032,0.0073710745599999995
DTI,c0b,F141,-0.019286469753333268,0.00800673736
DTI,c0b,F142,0.005078864097999967,0.007681638266666666
DTI,c0b,F143,0.010888925926666633,0.007774534079999967
DTI,c0b,F144,0.004759773479333301,0.007827951426666667
DTI,c0b,F145,0.0007532377220000001,0.007541742013333332
DTI,c0b,F146,-0.004625633848666633,0.007376388826666633
DTI,c0b,F147,-0.0036617865353333334,0.007191193746666633
DTI,c0b,F148,0.010772310393333333,0.007564614766666634
DTI,c0b,F149,0.0002615529533333,0.007147529379999966
DTI,c0b,F15,0.01043254658,0.0080596111333333
DTI,c0b,F150,-0.004232653133333333,0.0073685456733333
DTI,c0b,F151,-0.007266351042666666,0.007528286099999966
DTI,c0b,F152,-0.011953738139999967,0.007893371046666667
DTI,c0b,F153,0.004220344135333333,0.007629748179999968
DTI,c0b,F154,-0.0031510362933333,0.007484086313333332
DTI,c0b,F155,0.005148428934,0.007347161359999966
DTI,c0b,F156,-0.012639196213333334,0.00789747732
DTI,c0b,F157,0.003145906141999933,0.007623412179999967
DTI,c0b,F158,-0.003460511415333267,0.007417845619999967
DTI,c0b,F159,-0.006554954699999967,0.0075822393999999994
DTI,c0b,F16,0.003343819992666633,0.00778395094
DTI,c0b,F160,0.011675122729999966,0.007373277173333334
DTI,c0b,F161,-0.002995607703999967,0.0073797997733332675
DTI,c0b,F162,0.0010882395199999667,0.0077772820133333006
DTI,c0b,F163,-0.007287096546666667,0.007163233986666633
DTI,c0b,F164,0.0031107423693332997,0.007200543113333267
DTI,c0b,F165,0.009241250006666667,0.007508546413333266
DTI,c0b,F166,-0.0014436048913333336,0.0072581411933333
DTI,c0b,F167,0.011372637439999932,0.007796485626666666
DTI,c0b,F168,-0.009250461452,0.007500790873333299
DTI,c0b,F169,0.010146070522666667,0.00753274976
DTI,c0b,F17,0.010999911053333299,0.00801989598
DTI,c0b,F18,0.005492331917133333,0.007456827806666633
DTI,c0b,F19,-0.0008866378533333667,0.007159221506666666
DTI,c0b,F2,-0.0048843898499999995,0.0075766003
DTI,c0b,F20,0.011273308899999966,0.00786114708
DTI,c0b,F21,0.0028529027613333,0.00752712838
DTI,c0b,F22,0.017850191573333334,0.008617022539999965
DTI,c0b,F23,0.006421274888666634,0.007482331386666634
DTI,c0b,F24,0.0012850381146666332,0.0073143637400000005
DTI,c0b,F25,0.003822005944,0.007223057426666633
DTI,c0b,F26,-0.0140904247,0.0083509676333333
DTI,c0b,F27,-0.013090068160000001,0.0081092944733333
DTI,c0b,F28,-0.0076544969542933,0.007779835659999967
DTI,c0b,F29,-0.0069454137733333,0.007273215673333333
DTI,c0b,F3,-0.012148519659999968,0.007232253586666633
DTI,c0b,F30,0.007202237021999967,0.007527629966666667
DTI,c0b,F31,0.009308365699999967,0.007501469279999967
DTI,c0b,F32,0.0085176873612,0.0074449418
DTI,c0b,F33,-0.006449563666666667,0.00758870138
DTI,c0b,F34,-0.004717181993333333,0.007630995646666666
DTI,c0b,F35,-0.0011991726406666667,0.007111792326666667
DTI,c0b,F36,0.015513484033333335,0.0078102478866666665
DTI,c0b,F37,0.008895522979999933,0.008499513906666667
DTI,c0b,F38,-0.0011760242364667,0.006977376039999966
DTI,c0b,F39,0.0059994352773332996,0.007208820293333334
DTI,c0b,F4,-0.01301729174,0.0077893018333333
DTI,c0b,F40,-0.004321592292666667,0.007155714006666667
DTI,c0b,F41,0.0038623128973333336,0.007451727726666634
DTI,c0b,F42,0.00023024352133336657,0.0073271319866666665
DTI,c0b,F43,-0.0044467023133333335,0.007365788179999967
DTI,c0b,F44,-0.0005976426139999999,0.007604484066666667
