outer_fold,hyperparameters,best_epoch,train_r2,train_corr,test_r2,test_corr,val_r2_mean,val_r2_std,val_corr_mean,val_corr_std
5,1.6e-05,67,0.07150840759277344,0.30034981424867924,0.01054459810256958,0.12016736307640313,0.006337213516235352,0.006118007167783904,0.09961972434947466,0.018859280543331147
