outer_fold,hyperparameters,best_epoch,train_r2,train_corr,test_r2,test_corr,val_r2_mean,val_r2_std,val_corr_mean,val_corr_std
1,1.2e-05,100,0.0805845260620117,0.3099706008757706,0.0147969126701354,0.1257093491097372,0.0062168359756469,0.0071976604281055,0.0807761342656915,0.0382363781359435
2,1.6e-05,48,0.0407893061637878,0.2158468807365954,-0.0026383399963378,0.039581238994862,0.0173560261726379,0.0107264633283179,0.1339339067973113,0.034315427033917
3,1.8e-05,63,0.0594162344932556,0.2690900323465564,0.0187401175498962,0.1371631180625695,0.0094098329544067,0.012166759462517,0.0922482993462116,0.0605913542577876
4,1.4e-05,64,0.0505315065383911,0.2514822422576485,0.0120701789855957,0.1145709849196666,0.0059559345245361,0.0075126197228788,0.077498357778118,0.0465252300435258
5,1.6e-05,73,0.0794889330863952,0.3123370044410579,0.0115610361099243,0.121165606338665,0.0075601577758789,0.0122132025806604,0.0993311665430988,0.0475514237465092
