outer_fold,hyperparameters,best_epoch,train_r2,train_corr,test_r2,test_corr,val_r2_mean,val_r2_std,val_corr_mean,val_corr_std
4,1.4e-05,64,0.05053150653839111,0.25148224225764854,0.012070178985595703,0.11457098491966661,0.005955934524536133,0.007512619722878802,0.07749835777811806,0.04652523004352586
