outer_fold,hyperparameters,best_epoch,train_r2,train_corr,test_r2,test_corr,val_r2_mean,val_r2_std,val_corr_mean,val_corr_std
1,1.6e-05,65,0.0725666880607605,0.274865149996323,0.0195366740226745,0.1612552382179072,0.0294441103935241,0.0232159894080194,0.1724765031439765,0.0645593657018942
2,1.2e-05,85,0.0663976669311523,0.2631966105474085,0.0456448793411254,0.2148265175284164,0.0273519039154052,0.0277592309511129,0.1689002407836326,0.0728708053398222
3,1.8e-05,72,0.0832234025001525,0.2966238870812916,0.0400551557540893,0.200483804252768,0.0319174885749816,0.0093325004022226,0.1800245906822661,0.02362542132385
4,1.6e-05,73,0.0703670382499694,0.2702317084044146,0.0420562624931335,0.2064395946681914,0.0396168708801269,0.0178228891807786,0.1985658450051034,0.0431254979728047
5,2e-05,66,0.0799102783203125,0.2852779897714177,0.0252509117126464,0.1709480632781249,0.0327731013298034,0.005079294207354,0.183752983180543,0.0128797707881509
