Data Type,Subset Type,Target,Outer Fold,Feature,Mean Gradient,Std Gradient
DTI,FTPC,c2b,1,F1,0.010470671,0.007639611
DTI,FTPC,c2b,1,F2,-0.011618337,0.006653414
DTI,FTPC,c2b,1,F3,-0.010165878,0.009095792
DTI,FTPC,c2b,1,F4,-0.023133578,0.010044244
DTI,FTPC,c2b,1,F5,-0.0012137163,0.0067658564
DTI,FTPC,c2b,1,F6,-0.002321328,0.006835151
DTI,FTPC,c2b,1,F7,-0.002372704,0.007453203
DTI,FTPC,c2b,1,F8,-0.011496433,0.0072781304
DTI,FTPC,c2b,1,F9,0.003253116,0.0070932726
DTI,FTPC,c2b,1,F10,0.00041227182,0.0071930946
DTI,FTPC,c2b,1,F11,-0.010806853,0.00792028
DTI,FTPC,c2b,1,F12,0.003532691,0.0077379704
DTI,FTPC,c2b,1,F13,0.018053414,0.007395845
DTI,FTPC,c2b,1,F14,0.01790819,0.007579361
DTI,FTPC,c2b,1,F15,0.010304997,0.0078108013
DTI,FTPC,c2b,1,F16,0.010690701,0.008018837
DTI,FTPC,c2b,1,F17,0.019370725,0.0076945024
DTI,FTPC,c2b,1,F18,0.0023385084,0.0065907086
DTI,FTPC,c2b,1,F19,-0.005554433,0.0072718877
DTI,FTPC,c2b,1,F20,0.004518242,0.008268234
DTI,FTPC,c2b,1,F21,-0.006919272,0.007159229
DTI,FTPC,c2b,1,F22,0.016612273,0.010211553
DTI,FTPC,c2b,1,F23,0.009000843,0.0072344486
DTI,FTPC,c2b,1,F24,0.002417139,0.008760577
DTI,FTPC,c2b,1,F25,-0.0022056194,0.0064916955
DTI,FTPC,c2b,1,F26,-0.015382514,0.007856298
DTI,FTPC,c2b,1,F27,-0.023508726,0.008216696
DTI,FTPC,c2b,1,F28,0.0005935363,0.0061964667
DTI,FTPC,c2b,1,F29,-0.009139417,0.00781813
DTI,FTPC,c2b,1,F30,0.0065359543,0.007425225
DTI,FTPC,c2b,1,F31,0.010685952,0.009666824
DTI,FTPC,c2b,1,F32,0.009285698,0.0071067684
DTI,FTPC,c2b,1,F33,1.45522135e-05,0.006889246
DTI,FTPC,c2b,1,F34,0.0032007615,0.0069952095
DTI,FTPC,c2b,1,F35,-0.0035377052,0.006977222
DTI,FTPC,c2b,1,F36,0.011692781,0.00812948
DTI,FTPC,c2b,1,F37,0.014387335,0.009115891
DTI,FTPC,c2b,1,F38,0.0033044014,0.0064183553
DTI,FTPC,c2b,1,F39,0.00943432,0.0073549827
DTI,FTPC,c2b,1,F40,0.0065356707,0.0065971836
DTI,FTPC,c2b,1,F41,-0.005185445,0.0066389516
DTI,FTPC,c2b,1,F42,0.005579589,0.008060738
DTI,FTPC,c2b,1,F43,0.0006269057,0.008140152
DTI,FTPC,c2b,1,F44,-0.01157404,0.009019943
DTI,FTPC,c2b,1,F45,0.0037384029,0.00735031
DTI,FTPC,c2b,1,F46,-0.0054995837,0.0060067414
DTI,FTPC,c2b,1,F47,-0.011390956,0.0069103055
DTI,FTPC,c2b,1,F48,-0.0019918976,0.008036335
DTI,FTPC,c2b,1,F49,-0.0036229433,0.0077233957
DTI,FTPC,c2b,1,F50,-0.0077520874,0.0076912935
DTI,FTPC,c2b,1,F51,0.0021887864,0.006947741
DTI,FTPC,c2b,1,F52,-0.002792778,0.008094437
DTI,FTPC,c2b,1,F53,-0.011955987,0.0069040027
DTI,FTPC,c2b,1,F54,-0.0058325366,0.0065834834
DTI,FTPC,c2b,1,F55,-0.0021079618,0.0073256074
DTI,FTPC,c2b,1,F56,0.0038314578,0.009198575
DTI,FTPC,c2b,1,F57,0.008920761,0.006763154
DTI,FTPC,c2b,1,F58,0.011377379,0.0068519358
DTI,FTPC,c2b,1,F59,0.0030460914,0.006407608
DTI,FTPC,c2b,1,F60,0.0011210183,0.009025425
DTI,FTPC,c2b,1,F61,0.022356529,0.007901629
