outer_fold,hyperparameters,best_epoch,train_r2,train_corr,test_r2,test_corr,val_r2_mean,val_r2_std,val_corr_mean,val_corr_std
1,1.6e-05,65,0.0725666880607605,0.27486514999632305,0.01953667402267456,0.16125523821790724,0.02944411039352417,0.023215989408019444,0.17247650314397653,0.0645593657018942
